condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,246,121,763,1,12,1,9,P02
1,247,35,733,1,9,1,9,P02
1,248,27,760,1,12,1,9,P02
1,249,149,354,1,7,1,9,P02
1,250,66,733,1,6,1,9,P02
1,251,308,298,1,2,1,9,P02
1,252,542,240,1,3,1,9,P02
1,253,10,502,1,11,1,9,P02
1,254,59,600,1,5,1,9,P02
1,255,123,394,1,6,1,9,P02
1,256,39,405,1,8,1,9,P02
1,257,47,416,1,6,1,9,P02
1,258,28,455,1,8,1,9,P02
1,259,358,142,1,2,1,9,P02
1,260,74,700,1,3,1,9,P02
1,261,212,626,1,12,1,9,P02
1,262,504,342,1,4,1,9,P02
1,263,187,400,1,5,1,9,P02
1,264,547,264,2,3,1,9,P02
1,265,441,213,1,3,1,9,P02
1,266,116,808,1,11,1,9,P02
1,267,471,439,1,2,1,9,P02
1,268,511,355,1,2,1,9,P02
1,269,17,383,1,10,1,9,P02
1,270,689,191,2,1,1,9,P02
1,271,552,218,3,6,1,9,P02
1,272,184,392,1,7,1,9,P02
1,273,118,741,1,6,1,9,P02
1,274,69,840,1,8,1,9,P02
1,275,255,284,1,3,1,9,P02
1,276,366,502,1,3,1,9,P02
1,277,425,338,1,1,1,9,P02
1,278,202,400,1,4,1,9,P02
1,279,369,138,1,5,1,9,P02
1,280,309,337,1,6,1,9,P02
1,281,115,450,1,10,1,9,P02
1,282,174,230,1,6,1,9,P02
1,283,181,340,1,5,1,9,P02
1,284,153,436,1,7,1,9,P02
1,285,17,695,1,7,1,9,P02
1,286,74,329,1,10,1,9,P02
1,287,344,589,1,7,1,9,P02
1,288,202,322,1,4,1,9,P02
1,289,99,634,1,7,1,9,P02
1,290,196,534,1,7,1,9,P02
1,291,167,304,1,5,1,9,P02
1,292,72,417,1,5,1,9,P02
1,293,30,800,1,8,1,9,P02
1,294,69,375,1,5,1,9,P02
1,295,472,368,1,2,1,9,P02
1,296,254,445,1,11,1,9,P02
1,297,549,273,1,1,1,9,P02
1,298,236,388,1,5,1,9,P02
1,299,390,383,1,4,1,9,P02
1,300,220,501,1,13,1,9,P02
1,301,217,496,1,9,1,9,P02
1,302,196,603,1,5,1,9,P02
1,303,98,702,1,3,1,9,P02
1,304,169,585,1,9,1,9,P02
1,305,222,743,2,7,1,9,P02
1,306,140,447,1,7,1,9,P02
1,307,119,491,1,8,1,9,P02
1,308,53,757,1,8,1,9,P02
1,309,494,326,1,6,1,9,P02
1,310,358,389,1,4,1,9,P02
1,311,60,612,1,2,1,9,P02
1,312,308,650,1,5,1,9,P02
1,313,307,605,1,4,1,9,P02
1,314,36,654,1,11,1,9,P02
1,315,257,420,1,6,1,9,P02
1,316,10,408,1,12,1,9,P02
1,317,190,433,1,5,1,9,P02
1,318,367,419,1,3,1,9,P02
1,319,337,237,1,5,1,9,P02
1,320,131,494,1,5,1,9,P02
1,321,30,503,1,3,1,9,P02
1,322,170,340,1,2,1,9,P02
1,323,290,596,1,6,1,9,P02
1,324,219,291,1,6,1,9,P02
1,325,134,554,1,7,1,9,P02
1,326,608,349,1,2,1,9,P02
1,327,370,187,1,2,1,9,P02
1,328,66,421,1,10,1,9,P02
1,329,370,87,1,1,1,9,P02
1,330,56,846,1,7,1,9,P02
1,331,25,399,1,7,1,9,P02
1,332,249,198,1,1,1,9,P02
1,333,374,216,1,3,1,9,P02
1,334,29,449,1,9,1,9,P02
1,335,756,151,1,3,1,9,P02
1,336,207,389,1,7,1,9,P02
1,337,102,664,1,7,1,9,P02
1,338,463,436,3,4,1,9,P02
1,339,58,456,1,2,1,9,P02
1,340,309,274,1,6,1,9,P02
1,341,50,632,1,14,1,9,P02
1,342,263,186,1,6,1,9,P02
1,343,218,403,1,4,1,9,P02
1,344,153,260,1,7,1,9,P02
1,345,498,383,1,1,1,9,P02
1,346,121,766,1,11,1,9,P02
1,347,220,463,1,5,1,9,P02
1,348,144,484,1,7,1,9,P02
1,349,182,738,1,3,1,9,P02
1,350,302,338,1,2,1,9,P02
1,351,77,534,1,8,1,9,P02
1,352,36,684,1,10,1,9,P02
1,353,60,545,1,8,1,9,P02
1,354,54,442,2,5,1,9,P02
1,355,620,326,1,5,1,9,P02
1,356,172,800,1,6,1,9,P02
1,357,556,396,1,4,1,9,P02
1,358,57,786,1,5,1,9,P02
1,359,106,423,1,7,1,9,P02
1,360,157,516,1,3,1,9,P02
1,361,465,41,1,1,1,9,P02
1,362,168,385,1,11,1,9,P02
1,363,414,174,1,1,1,9,P02
1,364,413,428,1,3,1,9,P02
1,365,175,660,1,9,1,9,P02
1,366,140,346,1,9,1,9,P02
1,367,272,178,1,2,1,9,P02
1,368,159,763,1,10,1,9,P02
1,369,282,236,1,4,1,9,P02
1,370,49,435,1,8,1,9,P02
1,371,523,112,2,1,1,9,P02
1,372,67,418,1,9,1,9,P02
1,373,192,793,1,3,1,9,P02
1,374,381,495,1,8,1,9,P02
1,375,303,621,1,6,1,9,P02
1,376,262,194,1,3,1,9,P02
1,377,396,597,1,9,1,9,P02
1,378,284,481,2,5,1,9,P02
1,379,161,475,1,5,1,9,P02
1,380,168,531,1,11,1,9,P02
1,381,357,143,2,2,1,9,P02
1,382,83,597,1,9,1,9,P02
1,383,379,533,1,3,1,9,P02
1,384,193,652,1,4,1,9,P02
1,385,268,691,1,10,1,9,P02
1,386,138,572,1,5,1,9,P02
1,387,333,468,2,1,1,9,P02
1,388,555,390,1,1,1,9,P02
1,389,30,497,1,3,1,9,P02
1,390,99,358,1,3,1,9,P02
1,391,401,553,1,10,1,9,P02
1,392,171,285,1,3,1,9,P02
1,393,33,475,1,12,1,9,P02
1,394,297,677,1,3,1,9,P02
1,395,144,401,1,4,1,9,P02
1,396,172,498,1,6,1,9,P02
1,397,98,328,1,7,1,9,P02
1,398,196,750,1,6,1,9,P02
1,399,99,388,1,6,1,9,P02
1,400,132,389,1,4,1,9,P02
1,401,554,202,1,1,1,9,P02
1,402,64,428,1,6,1,9,P02
1,403,56,495,1,9,1,9,P02
1,404,66,922,1,12,1,9,P02
1,405,407,539,1,5,1,9,P02
1,406,349,120,1,2,1,9,P02
1,407,91,474,1,6,1,9,P02
1,408,346,532,1,5,1,9,P02
1,409,35,456,1,3,1,9,P02
1,410,529,429,1,4,1,9,P02
1,411,35,428,1,6,1,9,P02
1,412,276,166,1,3,1,9,P02
1,413,82,732,1,9,1,9,P02
1,414,13,509,1,12,1,9,P02
1,415,174,489,1,5,1,9,P02
1,416,206,535,1,8,1,9,P02
1,417,404,384,1,4,1,9,P02
1,418,81,385,1,7,1,9,P02
1,419,93,411,1,8,1,9,P02
1,420,164,442,1,7,1,9,P02
1,421,30,376,1,9,1,9,P02
1,422,183,252,1,4,1,9,P02
1,423,334,131,1,5,1,9,P02
1,424,59,578,1,7,1,9,P02
1,425,74,399,1,4,1,9,P02
1,426,303,558,1,7,1,9,P02
1,427,306,625,1,8,1,9,P02
1,428,87,426,1,8,1,9,P02
1,429,267,484,1,5,1,9,P02
1,430,122,844,1,10,1,9,P02
1,431,50,604,1,8,1,9,P02
1,432,248,234,1,6,1,9,P02
1,433,246,286,1,6,1,9,P02
1,434,50,718,1,8,1,9,P02
1,435,280,574,1,3,1,9,P02
1,436,177,273,1,4,1,9,P02
1,437,35,497,1,4,1,9,P02
1,438,82,447,1,9,1,9,P02
1,439,73,492,1,6,1,9,P02
1,440,446,236,1,5,1,9,P02
1,441,205,263,1,4,1,9,P02
1,442,88,342,1,1,1,9,P02
1,443,23,396,1,9,1,9,P02
1,444,400,290,1,6,1,9,P02
1,445,596,135,3,1,1,9,P02
1,446,653,130,1,3,1,9,P02
1,447,69,409,1,11,1,9,P02
1,448,265,730,1,7,1,9,P02
1,449,414,273,1,1,1,9,P02
1,450,48,454,1,9,1,9,P02
1,451,254,641,1,2,1,9,P02
1,452,43,493,1,5,1,9,P02
1,453,137,725,1,10,1,9,P02
1,454,98,419,1,11,1,9,P02
1,455,356,414,1,3,1,9,P02
1,456,219,394,1,5,1,9,P02
1,457,97,531,1,6,1,9,P02
1,458,129,386,1,6,1,9,P02
1,459,54,638,1,11,1,9,P02
1,460,56,798,1,8,1,9,P02
1,461,203,480,1,9,1,9,P02
1,462,140,495,1,11,1,9,P02
1,463,188,674,1,8,1,9,P02
1,464,86,661,1,9,1,9,P02
1,465,250,425,1,4,1,9,P02
1,466,740,105,1,1,1,9,P02
1,467,217,597,1,5,1,9,P02
1,468,60,570,1,8,1,9,P02
1,469,99,845,1,7,1,9,P02
1,470,93,353,1,8,1,9,P02
1,471,46,861,1,6,1,9,P02
1,472,221,510,1,9,1,9,P02
1,473,78,407,1,10,1,9,P02
1,474,377,184,1,6,1,9,P02
1,475,48,769,1,14,1,9,P02
1,476,552,170,1,1,1,9,P02
1,477,246,665,1,3,1,9,P02
1,478,298,310,1,5,1,9,P02
1,479,319,535,1,11,1,9,P02
1,480,150,478,1,6,1,9,P02
1,481,143,383,1,5,1,9,P02
1,482,34,766,1,7,1,9,P02
1,483,39,521,1,12,1,9,P02
1,484,42,768,1,10,1,9,P02
1,485,18,744,1,7,1,9,P02
1,486,397,81,1,1,1,9,P02
1,487,449,218,1,2,1,9,P02
1,488,194,389,1,7,1,9,P02
1,489,524,469,1,3,1,9,P02
1,490,204,260,1,6,1,9,P02
1,491,253,170,1,2,1,9,P02
1,492,163,733,1,9,1,9,P02
1,493,369,86,1,1,1,9,P02
1,494,131,359,1,9,1,9,P02
1,495,44,726,1,7,1,9,P02
1,496,141,460,1,2,1,9,P02
1,497,144,297,1,4,1,9,P02
1,498,72,489,1,10,1,9,P02
1,499,26,474,1,13,1,9,P02
1,500,200,739,1,3,1,9,P02
1,501,29,865,1,6,1,9,P02
1,502,76,679,1,11,1,9,P02
1,503,398,326,1,4,1,9,P02
1,504,168,346,1,7,1,9,P02
1,505,47,697,1,9,1,9,P02
1,506,555,222,1,4,1,9,P02
1,507,86,644,1,5,1,9,P02
1,508,94,324,1,5,1,9,P02
1,509,264,229,1,5,1,9,P02
1,510,436,238,1,4,1,9,P02
1,511,187,564,1,10,1,9,P02
1,512,204,502,2,6,1,9,P02
1,513,327,229,1,6,1,9,P02
1,514,244,401,1,6,1,9,P02
1,515,196,786,1,3,1,9,P02
1,516,224,454,1,7,1,9,P02
1,517,476,445,1,7,1,9,P02
1,518,530,175,1,1,1,9,P02
1,519,182,364,1,10,1,9,P02
1,520,388,294,1,1,1,9,P02
1,521,139,454,1,5,1,9,P02
1,522,230,520,1,2,1,9,P02
1,523,37,497,1,10,1,9,P02
1,524,244,264,1,3,1,9,P02
1,525,116,313,1,7,1,9,P02
1,526,197,365,1,4,1,9,P02
1,527,315,466,1,6,1,9,P02
1,528,387,198,1,2,1,9,P02
1,529,293,686,1,8,1,9,P02
1,530,56,614,1,6,1,9,P02
1,531,583,298,1,3,1,9,P02
1,532,119,607,1,8,1,9,P02
1,533,105,481,1,8,1,9,P02
1,534,173,393,1,6,1,9,P02
1,535,167,691,1,6,1,9,P02
1,536,480,145,1,5,1,9,P02
1,537,548,284,2,7,1,9,P02
1,538,268,551,1,6,1,9,P02
1,539,42,445,1,8,1,9,P02
1,540,197,383,2,6,1,9,P02
1,541,355,599,1,1,1,9,P02
1,542,61,460,1,6,1,9,P02
1,543,233,545,1,4,1,9,P02
1,544,615,357,1,2,1,9,P02
1,545,703,190,1,1,1,9,P02
1,546,105,856,1,6,1,9,P02
1,547,38,894,1,7,1,9,P02
1,548,124,866,1,5,1,9,P02
1,549,194,622,1,12,1,9,P02
1,550,316,534,1,8,1,9,P02
1,551,249,181,1,1,1,9,P02
1,552,192,796,1,9,1,9,P02
1,553,395,313,1,4,1,9,P02
1,554,17,421,1,8,1,9,P02
1,555,313,558,1,6,1,9,P02
1,556,16,895,1,14,1,9,P02
1,557,268,624,1,5,1,9,P02
1,558,431,236,1,3,1,9,P02
1,559,90,889,1,2,1,9,P02
1,560,255,152,1,4,1,9,P02
1,561,173,732,1,8,1,9,P02
1,562,467,277,1,1,1,9,P02
1,563,252,316,1,2,1,9,P02
1,564,68,348,1,8,1,9,P02
1,565,472,105,3,3,1,9,P02
1,566,258,722,1,5,1,9,P02
1,567,261,553,1,7,1,9,P02
1,568,335,513,1,7,1,9,P02
1,569,581,157,1,1,1,9,P02
1,570,324,391,1,4,1,9,P02
1,571,80,769,1,4,1,9,P02
1,572,194,674,1,7,1,9,P02
1,573,183,471,1,6,1,9,P02
1,574,125,843,1,14,1,9,P02
1,575,33,577,1,9,1,9,P02
1,576,323,220,1,4,1,9,P02
1,577,485,139,1,1,1,9,P02
1,578,80,849,1,8,1,9,P02
1,579,625,94,1,1,1,9,P02
1,580,101,605,1,10,1,9,P02
1,581,182,419,1,6,1,9,P02
1,582,199,636,1,9,1,9,P02
1,583,105,467,1,7,1,9,P02
1,584,542,457,1,8,1,9,P02
1,585,111,639,1,9,1,9,P02
1,586,243,361,1,5,1,9,P02
1,587,577,225,1,1,1,9,P02
1,588,312,295,1,3,1,9,P02
1,589,389,269,2,3,1,9,P02
1,590,184,535,1,4,1,9,P02
1,591,209,688,1,7,1,9,P02
1,592,74,915,1,13,1,9,P02
1,593,442,200,1,5,1,9,P02
1,594,135,290,1,4,1,9,P02
1,595,479,355,1,4,1,9,P02
1,596,478,499,1,7,1,9,P02
1,597,43,863,1,12,1,9,P02
1,598,455,276,1,4,1,9,P02
1,599,59,406,1,6,1,9,P02
1,600,365,95,1,2,1,9,P02
1,601,455,355,1,2,1,9,P02
1,602,61,778,1,9,1,9,P02
1,603,78,914,1,9,1,9,P02
1,604,16,874,1,9,1,9,P02
1,605,383,232,1,3,1,9,P02
1,606,83,829,1,5,1,9,P02
1,607,40,657,1,7,1,9,P02
1,608,462,520,1,7,1,9,P02
1,609,43,649,1,3,1,9,P02
1,610,108,751,1,6,1,9,P02
1,611,20,644,1,14,1,9,P02
1,612,34,502,1,14,1,9,P02
1,613,358,414,2,10,1,9,P02
1,614,14,632,1,10,1,9,P02
1,615,120,303,1,6,1,9,P02
1,616,491,374,1,4,1,9,P02
1,617,212,209,1,2,1,9,P02
1,618,410,584,1,5,1,9,P02
1,619,237,547,1,9,1,9,P02
1,620,50,833,1,5,1,9,P02
1,621,71,803,1,7,1,9,P02
1,622,136,398,1,12,1,9,P02
1,623,442,347,1,4,1,9,P02
1,624,55,885,1,8,1,9,P02
1,625,306,350,1,3,1,9,P02
1,626,176,469,1,8,1,9,P02
1,627,637,336,1,3,1,9,P02
1,628,237,587,1,10,1,9,P02
1,629,80,333,1,8,1,9,P02
1,630,201,534,1,6,1,9,P02
1,631,177,701,1,6,1,9,P02
1,632,71,493,1,4,1,9,P02
1,633,622,107,2,1,1,9,P02
1,634,218,667,1,6,1,9,P02
1,635,557,319,1,7,1,9,P02
1,636,543,313,1,2,1,9,P02
1,637,99,378,1,9,1,9,P02
1,638,38,448,1,5,1,9,P02
1,639,74,594,1,5,1,9,P02
1,640,231,464,1,1,1,9,P02
1,641,107,890,1,11,1,9,P02
1,642,19,545,1,14,1,9,P02
1,643,13,906,1,6,1,9,P02
1,644,111,867,1,9,1,9,P02
1,645,291,365,1,5,1,9,P02
1,646,42,618,1,8,1,9,P02
1,647,294,265,1,3,1,9,P02
1,648,234,386,1,6,1,9,P02
1,649,200,789,1,6,1,9,P02
1,650,36,417,1,5,1,9,P02
1,651,386,386,1,1,1,9,P02
1,652,555,361,1,1,1,9,P02
1,653,89,841,1,12,1,9,P02
1,654,190,459,1,4,1,9,P02
1,655,486,303,1,4,1,9,P02
1,656,92,507,1,13,1,9,P02
1,657,552,88,3,1,1,9,P02
1,658,10,530,1,13,1,9,P02
1,659,36,643,1,13,1,9,P02
1,660,328,360,1,5,1,9,P02
1,661,86,586,1,7,1,9,P02
1,662,629,230,1,2,1,9,P02
1,663,46,922,1,10,1,9,P02
1,664,279,298,1,2,1,9,P02
1,665,705,216,1,3,1,9,P02
1,666,184,249,1,11,1,9,P02
1,667,198,342,1,6,1,9,P02
1,668,161,615,1,4,1,9,P02
1,669,328,540,1,7,1,9,P02
1,670,111,653,1,16,1,9,P02
1,671,352,115,1,2,1,9,P02
1,672,328,273,1,5,1,9,P02
1,673,170,582,1,5,1,9,P02
1,674,420,19,1,1,1,9,P02
1,675,55,368,1,4,1,9,P02
1,676,228,756,1,3,1,9,P02
1,677,273,269,1,5,1,9,P02
1,678,716,205,1,3,1,9,P02
1,679,131,279,1,3,1,9,P02
1,680,104,572,1,5,1,9,P02
1,681,567,311,2,4,1,9,P02
1,682,180,339,1,4,1,9,P02
1,683,55,476,1,9,1,9,P02
1,684,576,220,2,3,1,9,P02
1,685,286,697,1,11,1,9,P02
1,686,30,641,1,11,1,9,P02
1,687,438,98,3,1,1,9,P02
1,688,201,765,1,8,1,9,P02
1,689,482,23,1,1,1,9,P02
1,690,421,498,1,1,1,9,P02
1,691,463,455,1,6,1,9,P02
1,692,343,144,1,1,1,9,P02
1,693,137,492,1,7,1,9,P02
1,694,170,711,1,9,1,9,P02
1,695,68,443,1,7,1,9,P02
1,696,317,296,1,5,1,9,P02
1,697,245,675,1,6,1,9,P02
1,698,516,148,1,1,1,9,P02
1,699,167,697,1,8,1,9,P02
1,700,326,478,2,2,1,9,P02
1,701,135,312,1,8,1,9,P02
1,702,209,779,2,8,1,9,P02
1,703,124,495,1,4,1,9,P02
1,704,55,490,1,10,1,9,P02
1,705,417,253,1,1,1,9,P02
1,706,137,408,1,4,1,9,P02
1,707,71,396,1,7,1,9,P02
1,708,112,296,1,4,1,9,P02
1,709,235,508,2,7,1,9,P02
1,710,170,392,1,13,1,9,P02
1,711,165,383,1,13,1,9,P02
1,712,72,533,1,10,1,9,P02
1,713,458,217,1,2,1,9,P02
1,714,124,822,1,11,1,9,P02
1,715,293,679,1,3,1,9,P02
1,716,262,685,1,7,1,9,P02
1,717,52,795,1,4,1,9,P02
1,718,133,470,1,4,1,9,P02
1,719,440,163,1,2,1,9,P02
1,720,145,373,1,6,1,9,P02
1,721,230,378,1,2,1,9,P02
1,722,131,295,1,7,1,9,P02
1,723,156,465,1,4,1,9,P02
1,724,178,725,1,11,1,9,P02
1,725,414,41,2,1,1,9,P02
1,726,53,849,1,7,1,9,P02
1,727,329,117,1,1,1,9,P02
1,728,254,389,1,2,1,9,P02
1,729,109,578,1,11,1,9,P02
1,730,238,248,2,8,1,9,P02
1,731,191,518,1,7,1,9,P02
1,732,242,270,1,6,1,9,P02
1,733,146,726,1,7,1,9,P02
