condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,77,46,734,1,3,1,9,P10
1,78,203,626,1,10,1,9,P10
1,79,63,789,1,11,1,9,P10
1,80,68,680,1,7,1,9,P10
1,81,72,713,1,3,1,9,P10
1,82,53,890,1,4,1,9,P10
1,83,11,390,1,8,1,9,P10
1,84,46,658,1,9,1,9,P10
1,85,96,390,1,5,1,9,P10
1,86,38,713,1,13,1,9,P10
1,87,51,683,1,8,1,9,P10
1,88,19,382,1,10,1,9,P10
1,89,20,839,1,7,1,9,P10
1,90,147,765,1,9,1,9,P10
1,91,12,446,1,4,1,9,P10
1,92,97,608,1,5,1,9,P10
1,93,52,688,1,12,1,9,P10
1,94,54,492,1,9,1,9,P10
1,95,66,827,1,12,1,9,P10
1,96,30,636,1,8,1,9,P10
1,97,82,360,1,7,1,9,P10
1,98,21,942,1,11,1,9,P10
1,99,77,620,1,4,1,9,P10
1,100,45,631,1,11,1,9,P10
1,101,37,943,1,5,1,9,P10
1,102,118,358,1,7,1,9,P10
1,103,40,395,1,5,1,9,P10
1,104,173,654,1,9,1,9,P10
1,105,79,607,1,3,1,9,P10
1,106,74,867,1,12,1,9,P10
1,107,20,740,1,12,1,9,P10
1,108,41,787,1,9,1,9,P10
1,109,251,529,1,4,1,9,P10
1,110,26,501,1,7,1,9,P10
1,111,32,620,1,8,1,9,P10
1,112,170,649,1,8,1,9,P10
1,113,47,943,1,5,1,9,P10
1,114,12,782,1,12,1,9,P10
1,115,29,467,1,11,1,9,P10
1,116,97,310,1,2,1,9,P10
1,117,30,768,1,6,1,9,P10
1,118,29,590,1,5,1,9,P10
1,119,120,767,1,4,1,9,P10
1,120,44,479,1,8,1,9,P10
1,121,231,528,1,6,1,9,P10
1,122,99,583,1,7,1,9,P10
1,123,71,439,1,12,1,9,P10
1,124,60,573,1,9,1,9,P10
1,125,66,487,1,4,1,9,P10
1,126,96,886,1,10,1,9,P10
1,127,74,344,1,9,1,9,P10
1,128,41,757,1,4,1,9,P10
1,129,46,779,1,8,1,9,P10
1,130,87,676,1,4,1,9,P10
1,131,56,525,1,6,1,9,P10
1,132,37,432,1,10,1,9,P10
1,133,62,721,1,10,1,9,P10
1,134,34,882,1,9,1,9,P10
1,135,33,643,1,9,1,9,P10
1,136,44,399,1,14,1,9,P10
1,137,77,708,1,7,1,9,P10
1,138,26,739,1,10,1,9,P10
1,139,93,533,1,10,1,9,P10
1,140,207,348,1,6,1,9,P10
1,141,45,626,1,6,1,9,P10
1,142,96,446,1,12,1,9,P10
1,143,71,870,1,15,1,9,P10
1,144,98,587,1,5,1,9,P10
1,145,15,639,1,9,1,9,P10
1,146,17,827,1,4,1,9,P10
1,147,25,400,1,11,1,9,P10
1,148,118,865,1,4,1,9,P10
1,149,20,811,1,2,1,9,P10
1,150,37,498,1,8,1,9,P10
1,151,79,871,1,11,1,9,P10
1,152,13,729,1,8,1,9,P10
1,153,34,470,1,11,1,9,P10
1,154,90,522,1,6,1,9,P10
1,155,79,771,1,4,1,9,P10
1,156,101,588,1,6,1,9,P10
1,157,49,675,1,7,1,9,P10
1,158,23,501,1,13,1,9,P10
1,159,76,702,1,10,1,9,P10
1,160,31,803,1,10,1,9,P10
1,161,14,525,1,7,1,9,P10
1,162,104,523,1,12,1,9,P10
1,163,47,927,1,8,1,9,P10
1,164,91,502,1,5,1,9,P10
1,165,20,380,1,10,1,9,P10
1,166,42,712,1,8,1,9,P10
1,167,47,919,1,10,1,9,P10
1,168,70,343,1,9,1,9,P10
1,169,30,610,1,4,1,9,P10
1,170,19,537,1,11,1,9,P10
1,171,48,374,1,8,1,9,P10
1,172,56,647,1,3,1,9,P10
1,173,35,464,1,9,1,9,P10
1,174,37,416,1,3,1,9,P10
1,175,32,478,1,7,1,9,P10
1,176,25,549,1,6,1,9,P10
1,177,65,791,1,10,1,9,P10
1,178,63,667,1,9,1,9,P10
1,179,96,741,1,2,1,9,P10
1,180,50,808,1,15,1,9,P10
1,181,67,914,1,8,1,9,P10
1,182,65,594,1,17,1,9,P10
1,183,133,588,1,3,1,9,P10
1,184,71,766,1,13,1,9,P10
1,185,34,470,1,9,1,9,P10
1,186,27,526,1,9,1,9,P10
1,187,10,672,1,8,1,9,P10
1,188,56,524,1,6,1,9,P10
1,189,98,607,1,7,1,9,P10
1,190,124,846,1,8,1,9,P10
1,191,177,785,1,11,1,9,P10
1,192,46,598,1,8,1,9,P10
1,193,14,553,1,8,1,9,P10
1,194,39,874,1,7,1,9,P10
1,195,13,669,1,8,1,9,P10
1,196,99,752,1,8,1,9,P10
1,197,77,840,1,9,1,9,P10
1,198,44,650,1,10,1,9,P10
1,199,111,796,1,4,1,9,P10
1,200,267,546,1,7,1,9,P10
1,201,58,848,1,11,1,9,P10
1,202,20,426,1,4,1,9,P10
1,203,81,656,1,10,1,9,P10
1,204,26,763,1,11,1,9,P10
1,205,41,870,1,8,1,9,P10
1,206,141,599,1,8,1,9,P10
1,207,10,441,1,9,1,9,P10
1,208,103,843,1,5,1,9,P10
1,209,12,759,1,3,1,9,P10
1,210,35,780,1,6,1,9,P10
1,211,23,788,1,9,1,9,P10
1,212,34,570,1,15,1,9,P10
1,213,38,454,1,9,1,9,P10
1,214,104,813,1,8,1,9,P10
1,215,28,945,1,8,1,9,P10
1,216,14,433,1,13,1,9,P10
1,217,199,685,1,12,1,9,P10
1,218,116,601,1,7,1,9,P10
1,219,18,588,1,5,1,9,P10
1,220,91,842,1,11,1,9,P10
1,221,38,637,1,5,1,9,P10
1,222,83,815,1,2,1,9,P10
1,223,45,561,1,8,1,9,P10
1,224,54,536,1,9,1,9,P10
1,225,156,425,1,7,1,9,P10
1,226,56,718,1,13,1,9,P10
1,227,54,784,1,11,1,9,P10
1,228,50,625,1,8,1,9,P10
1,229,115,580,1,5,1,9,P10
1,230,10,425,1,14,1,9,P10
1,231,69,777,1,14,1,9,P10
1,232,13,606,1,14,1,9,P10
1,233,68,818,1,11,1,9,P10
1,234,22,850,1,11,1,9,P10
1,235,46,832,1,14,1,9,P10
1,236,175,497,1,6,1,9,P10
1,237,10,504,1,11,1,9,P10
1,238,37,650,1,9,1,9,P10
1,239,49,887,1,6,1,9,P10
1,240,125,738,1,7,1,9,P10
1,241,119,429,1,7,1,9,P10
1,242,24,487,1,9,1,9,P10
1,243,50,898,1,6,1,9,P10
1,244,70,767,1,4,1,9,P10
1,245,17,767,1,9,1,9,P10
1,246,83,906,1,6,1,9,P10
1,247,218,713,1,7,1,9,P10
1,248,21,715,1,11,1,9,P10
1,249,22,567,1,8,1,9,P10
1,250,20,482,1,14,1,9,P10
1,251,41,560,1,6,1,9,P10
1,252,154,699,1,8,1,9,P10
1,253,49,631,1,5,1,9,P10
1,254,11,743,1,6,1,9,P10
1,255,15,646,1,5,1,9,P10
1,256,165,825,1,6,1,9,P10
1,257,36,439,1,13,1,9,P10
1,258,15,530,1,10,1,9,P10
1,259,108,579,1,9,1,9,P10
1,260,61,501,1,11,1,9,P10
1,261,13,494,1,7,1,9,P10
1,262,44,951,1,6,1,9,P10
1,263,102,580,1,3,1,9,P10
1,264,49,410,1,7,1,9,P10
1,265,96,617,1,9,1,9,P10
1,266,10,789,1,8,1,9,P10
1,267,64,707,1,10,1,9,P10
1,268,53,418,1,12,1,9,P10
1,269,19,568,1,9,1,9,P10
1,270,30,480,1,7,1,9,P10
1,271,109,701,1,8,1,9,P10
1,272,192,524,1,12,1,9,P10
1,273,17,923,1,9,1,9,P10
1,274,84,496,1,10,1,9,P10
1,275,27,874,1,10,1,9,P10
1,276,36,550,1,9,1,9,P10
1,277,12,477,1,9,1,9,P10
1,278,126,678,1,4,1,9,P10
1,279,53,767,1,7,1,9,P10
1,280,22,789,1,10,1,9,P10
1,281,40,394,1,6,1,9,P10
1,282,39,693,1,15,1,9,P10
1,283,140,789,1,6,1,9,P10
1,284,119,603,1,4,1,9,P10
1,285,36,951,1,13,1,9,P10
1,286,72,867,1,8,1,9,P10
1,287,98,459,1,5,1,9,P10
1,288,26,713,1,8,1,9,P10
1,289,39,858,1,4,1,9,P10
1,290,86,657,1,11,1,9,P10
1,291,48,421,1,6,1,9,P10
1,292,13,554,1,11,1,9,P10
1,293,66,600,1,11,1,9,P10
1,294,44,552,1,10,1,9,P10
1,295,21,696,1,9,1,9,P10
1,296,42,941,1,9,1,9,P10
1,297,15,499,1,3,1,9,P10
1,298,64,519,1,12,1,9,P10
1,299,81,802,1,12,1,9,P10
1,300,101,633,1,10,1,9,P10
1,301,41,456,1,6,1,9,P10
1,302,11,481,1,10,1,9,P10
1,303,52,875,1,12,1,9,P10
1,304,49,432,1,8,1,9,P10
1,305,141,553,1,11,1,9,P10
1,306,52,782,1,7,1,9,P10
1,307,54,804,1,5,1,9,P10
1,308,21,488,1,4,1,9,P10
1,309,67,824,1,7,1,9,P10
1,310,28,823,1,11,1,9,P10
1,311,15,481,1,10,1,9,P10
1,312,24,544,1,20,1,9,P10
1,313,39,490,1,7,1,9,P10
1,314,23,805,1,9,1,9,P10
1,315,34,951,1,10,1,9,P10
1,316,112,818,1,10,1,9,P10
1,317,61,640,1,3,1,9,P10
1,318,102,454,1,5,1,9,P10
1,319,33,825,1,6,1,9,P10
1,320,27,451,1,12,1,9,P10
1,321,26,853,1,9,1,9,P10
1,322,140,788,1,8,1,9,P10
1,323,69,727,1,5,1,9,P10
1,324,105,814,1,9,1,9,P10
1,325,56,753,1,6,1,9,P10
1,326,58,411,1,5,1,9,P10
1,327,91,333,1,5,1,9,P10
1,328,48,577,1,13,1,9,P10
1,329,38,907,1,8,1,9,P10
1,330,38,950,1,8,1,9,P10
1,331,26,551,1,10,1,9,P10
1,332,88,548,1,7,1,9,P10
1,333,14,697,1,10,1,9,P10
1,334,56,564,1,13,1,9,P10
1,335,12,415,1,6,1,9,P10
1,336,138,351,1,4,1,9,P10
1,337,67,712,1,10,1,9,P10
1,338,62,752,1,11,1,9,P10
1,339,78,363,1,8,1,9,P10
1,340,16,452,1,11,1,9,P10
1,341,102,830,1,13,1,9,P10
1,342,28,480,1,11,1,9,P10
1,343,222,706,1,3,1,9,P10
1,344,53,542,1,11,1,9,P10
1,345,81,683,1,5,1,9,P10
1,346,168,761,1,6,1,9,P10
1,347,36,367,1,4,1,9,P10
1,348,200,267,1,2,1,9,P10
1,349,84,901,1,6,1,9,P10
1,350,208,747,1,3,1,9,P10
1,351,70,560,1,4,1,9,P10
1,352,60,822,1,9,1,9,P10
1,353,18,855,1,11,1,9,P10
1,354,31,915,1,8,1,9,P10
1,355,10,785,1,13,1,9,P10
1,356,56,717,1,6,1,9,P10
1,357,70,704,1,10,1,9,P10
1,358,126,624,1,8,1,9,P10
1,359,67,623,1,9,1,9,P10
1,360,37,447,1,9,1,9,P10
1,361,100,507,1,8,1,9,P10
1,362,75,772,1,6,1,9,P10
1,363,16,604,1,8,1,9,P10
1,364,23,382,1,10,1,9,P10
1,365,19,711,1,5,1,9,P10
1,366,82,888,1,11,1,9,P10
1,367,32,528,1,8,1,9,P10
1,368,95,896,1,4,1,9,P10
1,369,78,387,1,13,1,9,P10
1,370,21,501,1,11,1,9,P10
1,371,89,772,1,9,1,9,P10
1,372,60,871,1,10,1,9,P10
1,373,24,437,1,4,1,9,P10
1,374,159,816,1,7,1,9,P10
1,375,86,501,1,3,1,9,P10
1,376,87,803,1,7,1,9,P10
1,377,64,748,1,9,1,9,P10
1,378,40,771,1,13,1,9,P10
1,379,27,471,1,8,1,9,P10
1,380,90,752,1,10,1,9,P10
1,381,16,482,1,6,1,9,P10
1,382,42,572,1,9,1,9,P10
1,383,52,703,1,8,1,9,P10
1,384,29,793,1,3,1,9,P10
1,385,107,825,1,9,1,9,P10
1,386,56,714,1,10,1,9,P10
1,387,64,833,1,8,1,9,P10
1,388,89,838,1,7,1,9,P10
1,389,183,805,1,13,1,9,P10
1,390,71,711,1,6,1,9,P10
1,391,16,820,1,8,1,9,P10
1,392,51,663,1,12,1,9,P10
1,393,61,741,1,4,1,9,P10
1,394,127,486,1,9,1,9,P10
1,395,139,820,1,6,1,9,P10
1,396,137,774,1,8,1,9,P10
1,397,38,641,1,6,1,9,P10
1,398,38,477,1,5,1,9,P10
1,399,123,630,1,6,1,9,P10
1,400,49,840,1,14,1,9,P10
1,401,60,742,1,8,1,9,P10
1,402,32,833,1,9,1,9,P10
1,403,48,831,1,10,1,9,P10
1,404,61,640,1,5,1,9,P10
1,405,115,592,1,5,1,9,P10
1,406,67,634,1,8,1,9,P10
1,407,124,455,1,5,1,9,P10
1,408,42,588,1,9,1,9,P10
1,409,40,499,1,14,1,9,P10
1,410,31,775,1,10,1,9,P10
1,411,46,938,1,9,1,9,P10
1,412,28,457,1,11,1,9,P10
1,413,10,423,1,13,1,9,P10
1,414,171,405,1,5,1,9,P10
1,415,107,804,1,4,1,9,P10
1,416,39,454,1,6,1,9,P10
1,417,75,683,1,4,1,9,P10
1,418,88,540,1,8,1,9,P10
1,419,28,381,1,5,1,9,P10
1,420,370,538,1,6,1,9,P10
1,421,72,740,1,7,1,9,P10
1,422,34,742,1,11,1,9,P10
1,423,47,375,1,12,1,9,P10
1,424,50,519,1,9,1,9,P10
1,425,122,480,1,6,1,9,P10
1,426,87,707,1,9,1,9,P10
1,427,234,703,1,4,1,9,P10
1,428,124,662,1,12,1,9,P10
1,429,253,703,1,6,1,9,P10
1,430,85,863,1,6,1,9,P10
1,431,29,407,1,9,1,9,P10
1,432,57,895,1,6,1,9,P10
1,433,34,379,1,5,1,9,P10
1,434,50,455,1,10,1,9,P10
1,435,37,897,1,6,1,9,P10
1,436,127,792,1,3,1,9,P10
1,437,54,732,1,10,1,9,P10
1,438,32,545,1,9,1,9,P10
1,439,68,484,1,9,1,9,P10
1,440,19,796,1,8,1,9,P10
1,441,43,806,1,12,1,9,P10
1,442,18,657,1,7,1,9,P10
1,443,206,574,1,4,1,9,P10
1,444,73,403,1,7,1,9,P10
1,445,62,561,1,13,1,9,P10
1,446,20,443,1,11,1,9,P10
1,447,14,631,1,9,1,9,P10
1,448,13,969,1,5,1,9,P10
1,449,64,614,1,8,1,9,P10
1,450,18,577,1,13,1,9,P10
1,451,23,390,1,14,1,9,P10
1,452,84,714,1,6,1,9,P10
1,453,122,380,1,5,1,9,P10
1,454,105,705,1,5,1,9,P10
1,455,11,523,1,12,1,9,P10
1,456,89,752,1,7,1,9,P10
1,457,61,518,1,8,1,9,P10
1,458,136,645,1,8,1,9,P10
1,459,29,421,1,10,1,9,P10
1,460,22,916,1,10,1,9,P10
1,461,53,818,1,5,1,9,P10
1,462,22,968,1,7,1,9,P10
1,463,26,560,1,9,1,9,P10
1,464,55,511,1,4,1,9,P10
1,465,20,764,1,9,1,9,P10
1,466,52,845,1,15,1,9,P10
1,467,17,943,1,8,1,9,P10
1,468,84,395,1,6,1,9,P10
1,469,10,570,1,9,1,9,P10
1,470,74,731,1,8,1,9,P10
1,471,34,824,1,6,1,9,P10
1,472,39,367,1,9,1,9,P10
1,473,63,800,1,6,1,9,P10
1,474,107,508,1,7,1,9,P10
1,475,38,867,1,9,1,9,P10
1,476,100,766,1,7,1,9,P10
1,477,27,654,1,11,1,9,P10
1,478,88,808,1,5,1,9,P10
1,479,67,913,1,12,1,9,P10
1,480,39,399,1,6,1,9,P10
1,481,84,787,1,8,1,9,P10
1,482,10,556,1,12,1,9,P10
1,483,70,822,1,5,1,9,P10
1,484,164,804,1,3,1,9,P10
1,485,50,408,1,10,1,9,P10
1,486,22,815,1,10,1,9,P10
1,487,23,721,1,8,1,9,P10
1,488,41,920,1,8,1,9,P10
1,489,79,793,1,7,1,9,P10
1,490,33,831,1,7,1,9,P10
1,491,81,525,1,12,1,9,P10
1,492,91,735,1,9,1,9,P10
1,493,17,869,1,7,1,9,P10
1,494,111,567,1,6,1,9,P10
1,495,49,785,1,2,1,9,P10
1,496,44,926,1,7,1,9,P10
1,497,161,714,1,4,1,9,P10
1,498,27,560,1,13,1,9,P10
1,499,21,464,1,9,1,9,P10
1,500,16,527,1,11,1,9,P10
1,501,123,721,1,9,1,9,P10
1,502,12,553,1,10,1,9,P10
1,503,21,674,1,7,1,9,P10
1,504,72,529,1,8,1,9,P10
1,505,16,778,1,11,1,9,P10
1,506,25,755,1,8,1,9,P10
1,507,68,526,1,7,1,9,P10
1,508,67,413,1,8,1,9,P10
1,509,12,667,1,9,1,9,P10
1,510,103,663,1,6,1,9,P10
1,511,156,298,1,10,1,9,P10
1,512,22,574,1,11,1,9,P10
1,513,29,619,1,7,1,9,P10
1,514,43,946,1,12,1,9,P10
1,515,36,606,1,7,1,9,P10
1,516,142,765,1,9,1,9,P10
1,517,12,492,1,5,1,9,P10
1,518,21,471,1,11,1,9,P10
1,519,36,617,1,11,1,9,P10
1,520,20,398,1,9,1,9,P10
1,521,341,575,1,7,1,9,P10
1,522,67,445,1,8,1,9,P10
1,523,79,546,1,6,1,9,P10
1,524,233,729,1,1,1,9,P10
1,525,12,397,1,7,1,9,P10
1,526,47,517,1,4,1,9,P10
1,527,10,501,1,11,1,9,P10
1,528,134,848,1,6,1,9,P10
1,529,104,588,1,7,1,9,P10
1,530,28,818,1,8,1,9,P10
1,531,12,406,1,7,1,9,P10
1,532,35,401,1,5,1,9,P10
1,533,35,743,1,10,1,9,P10
1,534,12,824,1,17,1,9,P10
1,535,175,496,1,4,1,9,P10
1,536,55,817,1,11,1,9,P10
1,537,40,431,1,11,1,9,P10
1,538,16,604,1,6,1,9,P10
1,539,57,727,1,12,1,9,P10
1,540,20,968,1,7,1,9,P10
1,541,35,921,1,10,1,9,P10
1,542,138,349,2,6,1,9,P10
1,543,31,772,1,4,1,9,P10
1,544,28,892,1,4,1,9,P10
1,545,54,727,1,7,1,9,P10
1,546,71,900,1,11,1,9,P10
1,547,57,875,1,12,1,9,P10
1,548,46,716,1,14,1,9,P10
1,549,17,531,1,6,1,9,P10
1,550,33,677,1,9,1,9,P10
1,551,119,310,1,8,1,9,P10
1,552,77,808,1,7,1,9,P10
1,553,27,500,1,13,1,9,P10
1,554,107,687,1,10,1,9,P10
1,555,45,400,1,5,1,9,P10
1,556,39,845,1,7,1,9,P10
1,557,38,709,1,13,1,9,P10
1,558,43,724,1,8,1,9,P10
1,559,19,451,1,5,1,9,P10
1,560,60,454,1,11,1,9,P10
1,561,41,706,1,5,1,9,P10
1,562,82,883,1,7,1,9,P10
1,563,12,696,1,8,1,9,P10
1,564,10,621,1,7,1,9,P10
1,565,11,395,1,6,1,9,P10
1,566,71,526,1,9,1,9,P10
1,567,42,478,1,9,1,9,P10
1,568,15,892,1,7,1,9,P10
1,569,39,473,1,3,1,9,P10
1,570,28,770,1,8,1,9,P10
1,571,42,791,1,9,1,9,P10
1,572,17,523,1,11,1,9,P10
1,573,85,839,1,4,1,9,P10
1,574,114,883,1,5,1,9,P10
1,575,142,600,1,8,1,9,P10
1,576,48,362,1,9,1,9,P10
1,577,47,369,1,10,1,9,P10
1,578,95,707,1,10,1,9,P10
1,579,43,752,1,9,1,9,P10
1,580,75,786,1,12,1,9,P10
1,581,29,660,1,8,1,9,P10
1,582,62,781,1,8,1,9,P10
1,583,103,463,1,9,1,9,P10
1,584,53,646,1,15,1,9,P10
1,585,178,423,1,8,1,9,P10
1,586,22,445,1,14,1,9,P10
1,587,50,770,1,3,1,9,P10
1,588,24,409,1,11,1,9,P10
1,589,104,664,1,6,1,9,P10
1,590,53,637,1,11,1,9,P10
1,591,56,767,1,11,1,9,P10
1,592,125,753,1,8,1,9,P10
1,593,93,626,1,14,1,9,P10
1,594,43,400,1,8,1,9,P10
1,595,17,483,1,13,1,9,P10
1,596,22,649,1,11,1,9,P10
1,597,58,768,1,8,1,9,P10
1,598,73,862,1,7,1,9,P10
1,599,79,530,1,8,1,9,P10
1,600,21,626,1,3,1,9,P10
1,601,13,524,1,4,1,9,P10
1,602,158,782,1,3,1,9,P10
1,603,12,801,1,10,1,9,P10
1,604,76,329,1,7,1,9,P10
1,605,29,430,1,9,1,9,P10
1,606,63,845,1,6,1,9,P10
1,607,175,700,1,2,1,9,P10
1,608,34,876,1,7,1,9,P10
1,609,51,426,1,9,1,9,P10
1,610,77,750,1,8,1,9,P10
1,611,208,770,1,5,1,9,P10
1,612,66,380,1,12,1,9,P10
1,613,120,550,1,5,1,9,P10
1,614,62,911,1,8,1,9,P10
1,615,36,729,1,7,1,9,P10
1,616,158,610,1,10,1,9,P10
1,617,133,645,1,9,1,9,P10
1,618,41,393,1,9,1,9,P10
1,619,66,424,1,9,1,9,P10
1,620,22,714,1,5,1,9,P10
1,621,40,756,1,9,1,9,P10
1,622,34,411,1,7,1,9,P10
1,623,49,650,1,7,1,9,P10
1,624,82,892,1,5,1,9,P10
1,625,21,560,1,9,1,9,P10
1,626,71,529,1,8,1,9,P10
1,627,99,715,1,5,1,9,P10
1,628,13,491,1,4,1,9,P10
1,629,71,644,1,11,1,9,P10
1,630,15,968,1,13,1,9,P10
1,631,91,586,1,12,1,9,P10
1,632,21,424,1,9,1,9,P10
1,633,18,778,1,5,1,9,P10
1,634,41,702,1,9,1,9,P10
1,635,63,413,1,6,1,9,P10
1,636,59,396,1,8,1,9,P10
1,637,269,658,1,3,1,9,P10
1,638,71,791,1,4,1,9,P10
1,639,28,757,1,12,1,9,P10
1,640,54,838,1,12,1,9,P10
1,641,93,722,1,9,1,9,P10
1,642,46,536,1,10,1,9,P10
1,643,13,424,1,5,1,9,P10
1,644,257,741,1,11,1,9,P10
1,645,103,598,1,12,1,9,P10
1,646,14,457,1,9,1,9,P10
1,647,209,415,1,4,1,9,P10
1,648,80,784,1,10,1,9,P10
1,649,29,393,1,5,1,9,P10
1,650,13,404,1,5,1,9,P10
1,651,28,796,1,9,1,9,P10
1,652,146,373,1,4,1,9,P10
1,653,88,906,1,8,1,9,P10
1,654,65,861,1,10,1,9,P10
1,655,18,901,1,18,1,9,P10
1,656,118,752,1,11,1,9,P10
1,657,91,431,1,4,1,9,P10
1,658,22,925,1,12,1,9,P10
1,659,21,394,1,7,1,9,P10
1,660,17,410,1,9,1,9,P10
1,661,102,896,1,11,1,9,P10
1,662,36,660,1,9,1,9,P10
1,663,15,433,1,9,1,9,P10
1,664,53,396,1,7,1,9,P10
1,665,15,552,1,9,1,9,P10
1,666,74,766,1,7,1,9,P10
1,667,78,535,1,11,1,9,P10
1,668,45,858,1,7,1,9,P10
1,669,34,905,1,10,1,9,P10
1,670,29,523,1,9,1,9,P10
1,671,99,837,1,6,1,9,P10
1,672,15,526,1,7,1,9,P10
1,673,34,446,1,8,1,9,P10
1,674,11,686,1,10,1,9,P10
1,675,62,521,1,10,1,9,P10
1,676,33,396,1,7,1,9,P10
1,677,17,585,1,9,1,9,P10
1,678,303,519,1,2,1,9,P10
1,679,45,433,1,8,1,9,P10
1,680,41,519,1,10,1,9,P10
1,681,88,859,1,8,1,9,P10
1,682,18,473,1,11,1,9,P10
1,683,181,319,1,7,1,9,P10
1,684,77,489,1,6,1,9,P10
1,685,79,560,1,7,1,9,P10
1,686,30,834,1,8,1,9,P10
1,687,36,432,1,10,1,9,P10
1,688,53,622,1,10,1,9,P10
1,689,32,679,1,7,1,9,P10
1,690,52,878,1,12,1,9,P10
1,691,133,692,1,10,1,9,P10
1,692,20,501,1,7,1,9,P10
1,693,27,566,1,9,1,9,P10
1,694,19,912,1,7,1,9,P10
1,695,37,627,1,8,1,9,P10
1,696,22,836,1,9,1,9,P10
1,697,52,653,1,8,1,9,P10
1,698,121,426,1,6,1,9,P10
1,699,27,884,1,9,1,9,P10
1,700,50,537,1,7,1,9,P10
1,701,38,458,1,6,1,9,P10
1,702,39,726,1,9,1,9,P10
1,703,37,556,1,8,1,9,P10
1,704,30,789,1,10,1,9,P10
1,705,101,563,1,12,1,9,P10
1,706,94,458,1,7,1,9,P10
1,707,24,428,1,4,1,9,P10
1,708,77,655,1,10,1,9,P10
1,709,79,816,1,4,1,9,P10
1,710,16,436,1,7,1,9,P10
1,711,27,579,1,11,1,9,P10
1,712,13,394,1,6,1,9,P10
1,713,42,710,1,11,1,9,P10
1,714,35,609,1,13,1,9,P10
1,715,40,858,1,10,1,9,P10
1,716,152,415,1,5,1,9,P10
1,717,207,543,1,6,1,9,P10
1,718,99,386,1,11,1,9,P10
1,719,18,793,1,9,1,9,P10
1,720,48,729,1,9,1,9,P10
1,721,41,620,1,13,1,9,P10
1,722,131,849,1,10,1,9,P10
1,723,80,610,1,6,1,9,P10
1,724,29,583,1,7,1,9,P10
1,725,118,842,1,12,1,9,P10
1,726,104,528,1,12,1,9,P10
1,727,79,515,1,6,1,9,P10
1,728,64,438,1,12,1,9,P10
1,729,26,417,1,6,1,9,P10
1,730,198,712,1,11,1,9,P10
1,731,50,603,1,9,1,9,P10
1,732,136,785,1,8,1,9,P10
1,733,69,649,1,8,1,9,P10
