condition,session,b1,b2,r1,r2,schedule_r1,schedule_r2,PID
1,68,55,383,1,7,1,9,P07
1,69,54,384,1,5,1,9,P07
1,70,151,588,1,4,1,9,P07
1,71,29,510,1,13,1,9,P07
1,72,45,580,1,13,1,9,P07
1,73,97,843,1,6,1,9,P07
1,74,116,397,1,16,1,9,P07
1,75,39,442,1,12,1,9,P07
1,76,27,409,1,5,1,9,P07
1,77,66,603,1,2,1,9,P07
1,78,100,758,1,7,1,9,P07
1,79,77,625,1,6,1,9,P07
1,80,43,627,1,5,1,9,P07
1,81,86,768,1,6,1,9,P07
1,82,41,632,1,9,1,9,P07
1,83,21,380,1,8,1,9,P07
1,84,105,599,1,14,1,9,P07
1,85,37,449,1,5,1,9,P07
1,86,51,793,1,11,1,9,P07
1,87,81,653,1,9,1,9,P07
1,88,202,515,1,7,1,9,P07
1,89,187,515,1,7,1,9,P07
1,90,119,401,1,8,1,9,P07
1,91,25,433,1,4,1,9,P07
1,92,138,567,1,5,1,9,P07
1,93,83,657,1,10,1,9,P07
1,94,49,351,1,9,1,9,P07
1,95,79,422,1,6,1,9,P07
1,96,71,404,1,4,1,9,P07
1,97,124,360,1,4,1,9,P07
1,98,74,368,1,7,1,9,P07
1,99,40,853,1,8,1,9,P07
1,100,106,876,1,7,1,9,P07
1,101,56,369,1,9,1,9,P07
1,102,226,415,1,4,1,9,P07
1,103,51,857,1,8,1,9,P07
1,104,164,789,1,7,1,9,P07
1,105,26,440,1,10,1,9,P07
1,106,125,577,1,11,1,9,P07
1,107,109,746,1,6,1,9,P07
1,108,121,458,1,11,1,9,P07
1,109,128,676,1,13,1,9,P07
1,110,76,715,1,8,1,9,P07
1,111,74,612,1,6,1,9,P07
1,112,64,491,1,9,1,9,P07
1,113,110,808,1,8,1,9,P07
1,114,79,333,1,7,1,9,P07
1,115,63,563,1,11,1,9,P07
1,116,35,443,1,6,1,9,P07
1,117,45,706,1,7,1,9,P07
1,118,33,535,1,9,1,9,P07
1,119,46,477,1,8,1,9,P07
1,120,70,478,2,9,1,9,P07
1,121,19,403,1,5,1,9,P07
1,122,112,802,1,7,1,9,P07
1,123,70,766,1,11,1,9,P07
1,124,105,482,1,9,1,9,P07
1,125,105,700,1,5,1,9,P07
1,126,111,406,1,7,1,9,P07
1,127,68,894,1,8,1,9,P07
1,128,39,542,1,4,1,9,P07
1,129,109,472,1,6,1,9,P07
1,130,36,433,1,10,1,9,P07
1,131,72,654,1,8,1,9,P07
1,132,68,766,1,5,1,9,P07
1,133,158,617,1,8,1,9,P07
1,134,44,582,1,13,1,9,P07
1,135,149,509,1,8,1,9,P07
1,136,64,351,1,6,1,9,P07
1,137,81,794,1,8,1,9,P07
1,138,74,366,1,8,1,9,P07
1,139,33,367,1,6,1,9,P07
1,140,126,733,1,3,1,9,P07
1,141,92,857,1,5,1,9,P07
1,142,41,784,1,4,1,9,P07
1,143,86,381,1,9,1,9,P07
1,144,51,793,1,6,1,9,P07
1,145,56,575,1,10,1,9,P07
1,146,58,555,1,5,1,9,P07
1,147,94,607,1,5,1,9,P07
1,148,39,704,1,10,1,9,P07
1,149,111,733,1,2,1,9,P07
1,150,117,606,1,4,1,9,P07
1,151,95,506,1,9,1,9,P07
1,152,73,594,1,7,1,9,P07
1,153,135,337,1,12,1,9,P07
1,154,39,556,1,6,1,9,P07
1,155,67,536,1,6,1,9,P07
1,156,193,654,1,6,1,9,P07
1,157,91,677,1,7,1,9,P07
1,158,109,844,1,8,1,9,P07
1,159,105,508,1,10,1,9,P07
1,160,90,329,2,7,1,9,P07
1,161,149,715,1,8,1,9,P07
1,162,95,747,1,11,1,9,P07
1,163,46,354,1,8,1,9,P07
1,164,72,682,1,8,1,9,P07
1,165,76,890,1,11,1,9,P07
1,166,122,437,1,7,1,9,P07
1,167,68,922,1,11,1,9,P07
1,168,161,690,1,7,1,9,P07
1,169,94,406,1,5,1,9,P07
1,170,53,886,1,5,1,9,P07
1,171,150,415,1,8,1,9,P07
1,172,63,774,1,11,1,9,P07
1,173,64,871,1,6,1,9,P07
1,174,190,630,1,4,1,9,P07
1,175,124,582,1,6,1,9,P07
1,176,40,564,1,10,1,9,P07
1,177,158,580,1,9,1,9,P07
1,178,143,852,1,7,1,9,P07
1,179,45,447,1,9,1,9,P07
1,180,49,369,1,8,1,9,P07
1,181,114,712,1,3,1,9,P07
1,182,84,471,1,5,1,9,P07
1,183,202,462,1,4,1,9,P07
1,184,51,365,1,7,1,9,P07
1,185,91,564,1,12,1,9,P07
1,186,37,474,1,10,1,9,P07
1,187,105,573,1,6,1,9,P07
1,188,144,572,1,10,1,9,P07
1,189,87,863,1,5,1,9,P07
1,190,68,852,1,10,1,9,P07
1,191,42,524,1,4,1,9,P07
1,192,134,840,1,6,1,9,P07
1,193,81,486,1,8,1,9,P07
1,194,210,703,1,5,1,9,P07
1,195,28,654,1,8,1,9,P07
1,196,146,705,1,8,1,9,P07
1,197,135,782,1,6,1,9,P07
1,198,104,809,1,4,1,9,P07
1,199,232,581,1,6,1,9,P07
1,200,106,358,1,4,1,9,P07
1,201,57,643,1,7,1,9,P07
1,202,62,756,1,12,1,9,P07
1,203,41,519,1,12,1,9,P07
1,204,20,748,1,12,1,9,P07
1,205,55,473,1,4,1,9,P07
1,206,61,580,1,6,1,9,P07
1,207,137,573,1,6,1,9,P07
1,208,89,857,1,5,1,9,P07
1,209,20,751,1,4,1,9,P07
1,210,52,761,1,6,1,9,P07
1,211,50,467,1,11,1,9,P07
1,212,75,884,1,8,1,9,P07
1,213,312,467,1,5,1,9,P07
1,214,58,883,1,8,1,9,P07
1,215,75,545,1,8,1,9,P07
1,216,66,395,1,3,1,9,P07
1,217,202,626,1,3,1,9,P07
1,218,20,644,1,11,1,9,P07
1,219,46,739,1,9,1,9,P07
1,220,71,389,1,9,1,9,P07
1,221,53,738,1,11,1,9,P07
1,222,161,502,1,8,1,9,P07
1,223,71,827,1,2,1,9,P07
1,224,91,741,1,15,1,9,P07
1,225,53,908,1,11,1,9,P07
1,226,93,566,1,5,1,9,P07
1,227,48,469,1,9,1,9,P07
1,228,38,516,1,8,1,9,P07
1,229,140,753,1,4,1,9,P07
1,230,82,401,1,6,1,9,P07
1,231,109,391,1,6,1,9,P07
1,232,57,795,1,9,1,9,P07
1,233,68,437,1,12,1,9,P07
1,234,90,654,1,11,1,9,P07
1,235,116,705,1,8,1,9,P07
1,236,220,775,1,7,1,9,P07
1,237,130,548,1,12,1,9,P07
1,238,108,758,1,5,1,9,P07
1,239,39,841,1,10,1,9,P07
1,240,69,522,1,5,1,9,P07
1,241,123,304,1,7,1,9,P07
1,242,199,647,1,5,1,9,P07
1,243,120,529,1,6,1,9,P07
1,244,113,842,1,8,1,9,P07
1,245,97,445,1,5,1,9,P07
1,246,118,372,1,4,1,9,P07
1,247,93,543,1,13,1,9,P07
1,248,142,752,1,8,1,9,P07
1,249,78,487,1,8,1,9,P07
1,250,122,684,1,7,1,9,P07
1,251,108,710,1,8,1,9,P07
1,252,61,736,1,6,1,9,P07
1,253,70,488,1,12,1,9,P07
1,254,65,622,1,10,1,9,P07
1,255,125,808,1,8,1,9,P07
1,256,85,489,1,8,1,9,P07
1,257,68,790,1,5,1,9,P07
1,258,50,879,1,6,1,9,P07
1,259,52,419,1,9,1,9,P07
1,260,34,436,1,8,1,9,P07
1,261,42,503,1,9,1,9,P07
1,262,29,705,1,8,1,9,P07
1,263,101,487,1,6,1,9,P07
1,264,85,318,1,7,1,9,P07
1,265,138,635,1,8,1,9,P07
1,266,104,817,1,7,1,9,P07
1,267,91,588,1,13,1,9,P07
1,268,88,434,1,6,1,9,P07
1,269,91,618,1,2,1,9,P07
1,270,84,670,1,10,1,9,P07
1,271,103,862,1,10,1,9,P07
1,272,61,702,1,7,1,9,P07
1,273,190,229,1,3,1,9,P07
1,274,73,774,1,10,1,9,P07
1,275,80,588,1,9,1,9,P07
1,276,101,462,1,6,1,9,P07
1,277,169,474,1,4,1,9,P07
1,278,181,599,1,5,1,9,P07
1,279,77,613,1,10,1,9,P07
1,280,95,793,1,10,1,9,P07
1,281,131,810,1,5,1,9,P07
1,282,19,651,1,7,1,9,P07
1,283,31,466,1,12,1,9,P07
1,284,93,860,1,5,1,9,P07
1,285,56,932,1,3,1,9,P07
1,286,102,313,1,6,1,9,P07
1,287,27,506,1,4,1,9,P07
1,288,50,441,1,7,1,9,P07
1,289,73,693,1,14,1,9,P07
1,290,55,420,1,8,1,9,P07
1,291,115,824,1,11,1,9,P07
1,292,72,552,1,5,1,9,P07
1,293,26,482,1,6,1,9,P07
1,294,195,702,1,3,1,9,P07
1,295,49,496,1,8,1,9,P07
1,296,122,805,1,7,1,9,P07
1,297,36,373,1,7,1,9,P07
1,298,79,567,1,5,1,9,P07
1,299,57,416,1,5,1,9,P07
1,300,30,578,1,8,1,9,P07
1,301,110,505,1,7,1,9,P07
1,302,116,783,1,6,1,9,P07
1,303,38,476,1,2,1,9,P07
1,304,92,491,1,11,1,9,P07
1,305,153,730,1,10,1,9,P07
1,306,197,704,1,7,1,9,P07
1,307,119,826,1,8,1,9,P07
1,308,55,438,1,11,1,9,P07
1,309,94,793,1,11,1,9,P07
1,310,78,380,1,2,1,9,P07
1,311,133,495,1,7,1,9,P07
1,312,91,782,1,4,1,9,P07
1,313,51,732,1,9,1,9,P07
1,314,51,621,1,6,1,9,P07
1,315,106,785,1,6,1,9,P07
1,316,25,536,1,8,1,9,P07
1,317,35,461,1,5,1,9,P07
1,318,112,886,1,18,1,9,P07
1,319,121,831,1,7,1,9,P07
1,320,112,734,1,8,1,9,P07
1,321,151,400,1,5,1,9,P07
1,322,210,565,1,8,1,9,P07
1,323,21,966,1,13,1,9,P07
1,324,55,492,1,11,1,9,P07
1,325,61,916,1,13,1,9,P07
1,326,180,743,1,6,1,9,P07
1,327,62,346,1,10,1,9,P07
1,328,157,764,1,11,1,9,P07
1,329,202,717,1,9,1,9,P07
1,330,164,451,1,5,1,9,P07
1,331,57,608,1,12,1,9,P07
1,332,100,642,1,7,1,9,P07
1,333,73,669,1,9,1,9,P07
1,334,42,414,1,10,1,9,P07
1,335,76,339,1,7,1,9,P07
1,336,80,735,1,11,1,9,P07
1,337,72,684,1,9,1,9,P07
1,338,114,466,1,7,1,9,P07
1,339,228,744,1,6,1,9,P07
1,340,91,896,1,7,1,9,P07
1,341,153,807,1,13,1,9,P07
1,342,27,683,1,6,1,9,P07
1,343,117,684,1,3,1,9,P07
1,344,197,748,1,4,1,9,P07
1,345,67,410,1,5,1,9,P07
1,346,194,511,1,11,1,9,P07
1,347,24,759,1,4,1,9,P07
1,348,127,640,1,6,1,9,P07
1,349,84,844,1,4,1,9,P07
1,350,32,652,1,12,1,9,P07
1,351,170,662,1,6,1,9,P07
1,352,72,755,1,7,1,9,P07
1,353,260,607,1,3,1,9,P07
1,354,70,397,1,3,1,9,P07
1,355,128,857,1,3,1,9,P07
1,356,244,653,1,5,1,9,P07
1,357,51,617,1,10,1,9,P07
1,358,50,659,1,4,1,9,P07
1,359,101,478,1,7,1,9,P07
1,360,30,637,1,4,1,9,P07
1,361,268,674,1,5,1,9,P07
1,362,116,678,1,7,1,9,P07
1,363,62,711,1,6,1,9,P07
1,364,123,626,1,8,1,9,P07
1,365,131,492,1,7,1,9,P07
1,366,49,553,1,8,1,9,P07
1,367,65,592,1,11,1,9,P07
1,368,159,363,1,11,1,9,P07
1,369,46,724,1,13,1,9,P07
1,370,189,642,1,5,1,9,P07
1,371,249,704,1,6,1,9,P07
1,372,73,332,1,7,1,9,P07
1,373,52,796,1,11,1,9,P07
1,374,74,428,1,8,1,9,P07
1,375,188,806,1,6,1,9,P07
1,376,21,444,1,9,1,9,P07
1,377,112,498,1,6,1,9,P07
1,378,40,459,1,11,1,9,P07
1,379,160,809,1,8,1,9,P07
1,380,125,853,1,9,1,9,P07
1,381,101,650,1,7,1,9,P07
1,382,64,850,1,9,1,9,P07
1,383,61,593,1,8,1,9,P07
1,384,61,421,1,10,1,9,P07
1,385,78,438,1,10,1,9,P07
1,386,43,506,1,7,1,9,P07
1,387,108,342,1,9,1,9,P07
1,388,101,822,1,8,1,9,P07
1,389,76,489,1,6,1,9,P07
1,390,113,569,1,12,1,9,P07
1,391,60,513,1,6,1,9,P07
1,392,25,394,1,9,1,9,P07
1,393,72,532,1,9,1,9,P07
1,394,84,487,1,9,1,9,P07
1,395,39,587,1,14,1,9,P07
1,396,120,810,1,6,1,9,P07
1,397,139,784,1,5,1,9,P07
1,398,25,633,1,12,1,9,P07
1,399,40,855,1,6,1,9,P07
1,400,61,424,1,10,1,9,P07
1,401,178,725,1,5,1,9,P07
1,402,49,428,1,5,1,9,P07
1,403,29,471,1,5,1,9,P07
1,404,44,367,1,6,1,9,P07
1,405,80,366,1,4,1,9,P07
1,406,127,388,1,6,1,9,P07
1,407,27,665,1,10,1,9,P07
1,408,39,955,1,8,1,9,P07
1,409,49,889,1,11,1,9,P07
1,410,81,697,1,11,1,9,P07
1,411,156,541,1,9,1,9,P07
1,412,121,839,1,7,1,9,P07
1,413,58,746,1,9,1,9,P07
1,414,41,369,1,6,1,9,P07
1,415,91,330,1,3,1,9,P07
1,416,271,702,1,6,1,9,P07
1,417,30,832,1,8,1,9,P07
1,418,157,613,1,9,1,9,P07
1,419,47,860,1,6,1,9,P07
1,420,90,641,1,9,1,9,P07
1,421,44,441,1,10,1,9,P07
1,422,165,396,1,9,1,9,P07
1,423,31,762,1,16,1,9,P07
1,424,53,641,1,12,1,9,P07
1,425,51,789,1,6,1,9,P07
1,426,184,742,1,10,1,9,P07
1,427,47,715,1,7,1,9,P07
1,428,59,789,1,6,1,9,P07
1,429,51,848,1,10,1,9,P07
1,430,86,666,1,7,1,9,P07
1,431,73,788,1,11,1,9,P07
1,432,208,325,1,6,1,9,P07
1,433,148,543,1,10,1,9,P07
1,434,54,767,1,5,1,9,P07
1,435,104,508,1,5,1,9,P07
1,436,36,824,1,6,1,9,P07
1,437,160,793,1,11,1,9,P07
1,438,93,474,1,2,1,9,P07
1,439,67,339,1,4,1,9,P07
1,440,83,894,1,5,1,9,P07
1,441,89,352,1,4,1,9,P07
1,442,80,481,1,10,1,9,P07
1,443,22,478,1,14,1,9,P07
1,444,88,846,1,4,1,9,P07
1,445,159,760,1,2,1,9,P07
1,446,118,574,1,8,1,9,P07
1,447,74,655,1,6,1,9,P07
1,448,104,363,1,9,1,9,P07
1,449,59,363,1,6,1,9,P07
1,450,79,550,1,8,1,9,P07
1,451,17,656,1,11,1,9,P07
1,452,155,743,1,7,1,9,P07
1,453,124,711,1,7,1,9,P07
1,454,64,412,1,7,1,9,P07
1,455,92,531,1,13,1,9,P07
1,456,44,419,1,10,1,9,P07
1,457,34,611,1,8,1,9,P07
1,458,29,953,1,5,1,9,P07
1,459,98,580,1,9,1,9,P07
1,460,56,865,1,8,1,9,P07
1,461,130,526,1,8,1,9,P07
1,462,150,713,1,3,1,9,P07
1,463,54,792,1,6,1,9,P07
1,464,26,753,1,6,1,9,P07
1,465,49,781,1,5,1,9,P07
1,466,64,857,1,10,1,9,P07
1,467,95,770,1,9,1,9,P07
1,468,68,811,1,9,1,9,P07
1,469,44,428,1,10,1,9,P07
1,470,56,387,1,6,1,9,P07
1,471,167,735,1,8,1,9,P07
1,472,120,566,1,4,1,9,P07
1,473,110,669,1,3,1,9,P07
1,474,45,364,1,9,1,9,P07
1,475,67,397,1,4,1,9,P07
1,476,109,675,1,5,1,9,P07
1,477,106,791,1,11,1,9,P07
1,478,82,574,1,7,1,9,P07
1,479,160,532,1,3,1,9,P07
1,480,43,444,1,9,1,9,P07
1,481,116,575,1,7,1,9,P07
1,482,225,510,1,6,1,9,P07
1,483,68,520,1,6,1,9,P07
1,484,95,870,1,7,1,9,P07
1,485,101,762,1,6,1,9,P07
1,486,141,474,1,7,1,9,P07
1,487,64,841,1,7,1,9,P07
1,488,160,731,1,10,1,9,P07
1,489,77,549,2,12,1,9,P07
1,490,61,450,1,4,1,9,P07
1,491,124,856,1,9,1,9,P07
1,492,16,580,1,11,1,9,P07
1,493,118,499,1,7,1,9,P07
1,494,146,670,1,5,1,9,P07
1,495,103,383,1,9,1,9,P07
1,496,55,725,1,6,1,9,P07
1,497,74,384,1,8,1,9,P07
1,498,55,782,1,9,1,9,P07
1,499,31,528,1,15,1,9,P07
1,500,80,877,1,3,1,9,P07
1,501,48,949,1,7,1,9,P07
1,502,42,398,1,14,1,9,P07
1,503,202,392,1,5,1,9,P07
1,504,119,645,1,5,1,9,P07
1,505,101,307,1,9,1,9,P07
1,506,123,726,1,4,1,9,P07
1,507,129,673,1,7,1,9,P07
1,508,87,561,1,6,1,9,P07
1,509,161,767,1,12,1,9,P07
1,510,80,600,1,10,1,9,P07
1,511,89,454,1,9,1,9,P07
1,512,180,787,1,10,1,9,P07
1,513,31,482,1,10,1,9,P07
1,514,35,671,1,8,1,9,P07
1,515,23,578,1,8,1,9,P07
1,516,139,426,1,9,1,9,P07
1,517,91,689,1,7,1,9,P07
1,518,190,444,1,7,1,9,P07
1,519,49,831,1,7,1,9,P07
1,520,43,622,1,14,1,9,P07
1,521,130,692,1,6,1,9,P07
1,522,147,551,1,6,1,9,P07
1,523,34,803,1,12,1,9,P07
1,524,78,761,1,9,1,9,P07
1,525,45,502,1,12,1,9,P07
1,526,91,500,1,10,1,9,P07
1,527,26,553,1,4,1,9,P07
1,528,102,372,1,7,1,9,P07
1,529,108,851,1,6,1,9,P07
1,530,70,583,1,11,1,9,P07
1,531,18,548,1,8,1,9,P07
1,532,63,643,1,10,1,9,P07
1,533,165,425,1,6,1,9,P07
1,534,146,835,1,6,1,9,P07
1,535,115,644,2,4,1,9,P07
1,536,77,716,1,10,1,9,P07
1,537,32,385,1,16,1,9,P07
1,538,128,818,1,5,1,9,P07
1,539,55,403,1,5,1,9,P07
1,540,64,628,1,7,1,9,P07
1,541,41,591,1,7,1,9,P07
1,542,103,315,1,2,1,9,P07
1,543,89,488,1,3,1,9,P07
1,544,123,619,1,9,1,9,P07
1,545,58,778,1,14,1,9,P07
1,546,86,730,1,7,1,9,P07
1,547,39,494,1,9,1,9,P07
1,548,56,388,1,10,1,9,P07
1,549,38,665,1,5,1,9,P07
1,550,198,731,1,5,1,9,P07
1,551,107,318,1,4,1,9,P07
1,552,61,346,1,6,1,9,P07
1,553,30,511,1,10,1,9,P07
1,554,126,825,1,4,1,9,P07
1,555,58,619,1,6,1,9,P07
1,556,42,834,1,9,1,9,P07
1,557,53,385,1,7,1,9,P07
1,558,209,723,1,11,1,9,P07
1,559,136,484,1,8,1,9,P07
1,560,78,502,1,6,1,9,P07
1,561,138,473,1,3,1,9,P07
1,562,26,388,1,7,1,9,P07
1,563,25,404,1,12,1,9,P07
1,564,246,654,1,10,1,9,P07
1,565,142,652,1,6,1,9,P07
1,566,57,420,1,9,1,9,P07
1,567,67,378,1,5,1,9,P07
1,568,61,823,1,6,1,9,P07
1,569,64,683,1,13,1,9,P07
1,570,92,675,1,8,1,9,P07
1,571,33,437,1,5,1,9,P07
1,572,157,821,1,9,1,9,P07
1,573,76,728,1,8,1,9,P07
1,574,127,542,1,8,1,9,P07
1,575,72,347,1,10,1,9,P07
1,576,48,550,1,8,1,9,P07
1,577,110,487,1,9,1,9,P07
1,578,64,852,1,5,1,9,P07
1,579,88,758,1,6,1,9,P07
1,580,75,657,1,10,1,9,P07
1,581,76,643,1,3,1,9,P07
1,582,44,376,1,12,1,9,P07
1,583,40,454,1,5,1,9,P07
1,584,108,394,1,9,1,9,P07
1,585,130,794,1,4,1,9,P07
1,586,164,833,1,6,1,9,P07
1,587,34,654,1,8,1,9,P07
1,588,160,748,1,5,1,9,P07
1,589,187,794,1,5,1,9,P07
1,590,48,805,1,10,1,9,P07
1,591,167,549,1,7,1,9,P07
1,592,52,816,1,12,1,9,P07
1,593,63,626,1,15,1,9,P07
1,594,84,592,1,9,1,9,P07
1,595,53,672,1,18,1,9,P07
1,596,73,756,1,10,1,9,P07
1,597,21,540,1,13,1,9,P07
1,598,39,725,1,3,1,9,P07
1,599,164,750,1,4,1,9,P07
1,600,92,819,1,10,1,9,P07
1,601,231,493,1,8,1,9,P07
1,602,127,854,1,5,1,9,P07
1,603,34,601,1,7,1,9,P07
1,604,208,670,1,7,1,9,P07
1,605,132,587,1,11,1,9,P07
1,606,65,344,1,8,1,9,P07
1,607,58,589,1,8,1,9,P07
1,608,68,339,1,10,1,9,P07
1,609,31,485,1,11,1,9,P07
1,610,58,598,1,7,1,9,P07
1,611,49,446,1,4,1,9,P07
1,612,83,387,1,5,1,9,P07
1,613,75,500,1,2,1,9,P07
1,614,61,464,1,3,1,9,P07
1,615,73,329,1,7,1,9,P07
1,616,89,699,1,5,1,9,P07
1,617,47,734,1,7,1,9,P07
1,618,54,376,1,10,1,9,P07
1,619,120,509,1,3,1,9,P07
1,620,107,730,1,4,1,9,P07
1,621,137,695,1,8,1,9,P07
1,622,22,425,1,10,1,9,P07
1,623,68,333,1,7,1,9,P07
1,624,99,755,1,3,1,9,P07
1,625,198,627,1,6,1,9,P07
1,626,215,658,1,6,1,9,P07
1,627,89,907,1,7,1,9,P07
1,628,62,705,1,7,1,9,P07
1,629,71,697,1,12,1,9,P07
1,630,68,710,1,10,1,9,P07
1,631,135,656,1,11,1,9,P07
1,632,20,470,1,10,1,9,P07
1,633,47,365,1,8,1,9,P07
1,634,104,712,1,10,1,9,P07
1,635,84,863,1,7,1,9,P07
1,636,62,397,1,13,1,9,P07
1,637,168,563,1,8,1,9,P07
1,638,221,731,1,8,1,9,P07
1,639,56,736,1,3,1,9,P07
1,640,69,595,1,9,1,9,P07
1,641,40,465,1,10,1,9,P07
1,642,80,422,1,10,1,9,P07
1,643,143,303,1,7,1,9,P07
1,644,115,833,1,6,1,9,P07
1,645,140,417,1,7,1,9,P07
1,646,54,756,1,4,1,9,P07
1,647,141,568,1,8,1,9,P07
1,648,77,575,1,14,1,9,P07
1,649,45,740,1,9,1,9,P07
1,650,83,809,1,12,1,9,P07
1,651,136,679,1,9,1,9,P07
1,652,71,511,1,9,1,9,P07
1,653,25,412,1,4,1,9,P07
1,654,314,684,1,11,1,9,P07
1,655,142,559,1,11,1,9,P07
1,656,40,665,1,12,1,9,P07
1,657,44,379,1,9,1,9,P07
1,658,118,728,1,9,1,9,P07
1,659,85,636,1,4,1,9,P07
1,660,251,531,1,5,1,9,P07
1,661,169,276,1,10,1,9,P07
1,662,48,403,1,6,1,9,P07
1,663,28,379,1,4,1,9,P07
1,664,280,706,1,8,1,9,P07
1,665,45,874,1,18,1,9,P07
1,666,102,422,1,7,1,9,P07
1,667,58,634,1,4,1,9,P07
1,668,65,882,1,12,1,9,P07
1,669,154,393,1,7,1,9,P07
1,670,106,698,1,6,1,9,P07
1,671,51,763,1,10,1,9,P07
1,672,76,620,1,9,1,9,P07
1,673,33,702,1,8,1,9,P07
1,674,65,348,1,11,1,9,P07
1,675,69,752,1,3,1,9,P07
1,676,197,602,1,12,1,9,P07
1,677,59,489,1,7,1,9,P07
1,678,73,349,1,7,1,9,P07
1,679,116,642,1,7,1,9,P07
1,680,29,532,1,9,1,9,P07
1,681,175,810,1,6,1,9,P07
1,682,52,458,1,12,1,9,P07
1,683,52,551,1,6,1,9,P07
1,684,121,847,1,9,1,9,P07
1,685,54,372,1,8,1,9,P07
1,686,41,802,1,8,1,9,P07
1,687,79,692,1,4,1,9,P07
1,688,52,771,1,16,1,9,P07
1,689,218,731,1,5,1,9,P07
1,690,247,410,1,6,1,9,P07
1,691,86,332,1,7,1,9,P07
1,692,45,625,1,12,1,9,P07
1,693,43,500,1,10,1,9,P07
1,694,13,412,1,10,1,9,P07
1,695,114,840,1,6,1,9,P07
1,696,88,658,1,8,1,9,P07
1,697,230,657,1,8,1,9,P07
1,698,159,516,1,8,1,9,P07
1,699,31,708,1,6,1,9,P07
1,700,71,572,1,7,1,9,P07
1,701,150,626,1,3,1,9,P07
1,702,120,468,1,5,1,9,P07
1,703,69,903,1,6,1,9,P07
1,704,136,503,1,8,1,9,P07
1,705,123,792,1,7,1,9,P07
1,706,83,814,1,8,1,9,P07
1,707,119,316,1,4,1,9,P07
1,708,165,802,1,8,1,9,P07
1,709,87,784,1,8,1,9,P07
1,710,47,665,1,9,1,9,P07
1,711,45,384,1,10,1,9,P07
1,712,187,318,1,11,1,9,P07
1,713,201,728,2,5,1,9,P07
1,714,97,722,1,7,1,9,P07
1,715,137,527,1,10,1,9,P07
1,716,169,617,1,7,1,9,P07
1,717,37,415,1,3,1,9,P07
1,718,116,616,1,10,1,9,P07
1,719,122,773,1,4,1,9,P07
1,720,35,417,1,7,1,9,P07
1,721,82,524,1,9,1,9,P07
1,722,82,817,1,6,1,9,P07
1,723,66,686,1,11,1,9,P07
1,724,90,554,1,13,1,9,P07
1,725,78,820,1,11,1,9,P07
1,726,158,292,1,8,1,9,P07
1,727,164,446,1,5,1,9,P07
1,728,94,352,1,9,1,9,P07
1,729,67,769,1,6,1,9,P07
1,730,36,418,1,10,1,9,P07
1,731,149,762,1,10,1,9,P07
1,732,84,896,1,11,1,9,P07
1,733,62,544,1,7,1,9,P07
