participant_id,delay_0,delay_7,delay_30,delay_90,delay_180,delay_365,delay_730
50,87.80595189042191,84.57512778491738,57.92376335990603,82.58031473540818,52.60713404996627,45.172198137407015,52.69532304322198
51,93.36056953665022,60.83183929309096,65.30804614170903,38.18034870254454,57.86910678441831,56.03361237627113,55.35696306315671
52,79.60744189197274,68.42552484326278,71.84777537411304,50.77072030335135,46.536644510867674,38.673311802137846,53.2379138320203
53,90.41584850450266,68.24444399147932,71.19416238379151,43.323647423661356,56.6841657683761,47.62118536197018,43.859133581160556
54,107.74194063094995,63.96780149489874,67.81608578252474,45.366808090545554,51.155064032943734,29.914376556479567,39.90997473464998
55,80.67732591523843,58.04166469785815,68.13491332889663,53.65465743422353,61.87432847451599,43.26767704887331,37.48934035650504
56,75.69739017792074,59.828340494680276,56.165749283926814,51.51210865587959,51.16996644006549,47.37638966455481,43.21392983910121
57,74.83128759835355,70.91438240492974,85.9414009554592,55.459331704935934,57.44601348943385,44.312332324365855,26.843918784737205
58,87.24295478491098,64.13815746139034,52.03844868622981,65.9960029487116,42.26225589797353,51.392523436766766,43.85456274844408
59,91.6095627883963,76.50637780793681,63.08170831650957,36.90037369203386,49.11216315308039,36.852372816720475,30.62297783381732
60,97.5239190465031,80.24007332040321,47.225324278151824,63.817709004245145,47.74623553236962,48.01580356132693,30.85752709556093
61,85.78664167293046,76.86094341856612,62.131952051916144,66.38089686594016,66.06383017595425,27.674265307078414,32.673940082950836
62,88.24028912450005,72.49250342655455,43.97093646290607,65.76588607808637,44.29350942387345,30.919316230987317,40.005830827973384
63,70.10556812784291,66.95432129523428,63.61367708383511,34.18163115924102,67.35402084013309,45.05805857741437,56.63823109849379
64,96.79983599033328,54.68784969211229,71.1115747852424,72.16639728000972,49.04242324017499,57.2720440132878,32.90141577503622
65,94.33619659383263,84.33861252853436,31.353011594832765,66.78666528269554,51.29979932161498,35.585784156099855,48.75299969945469
66,79.1919158143323,61.392242223621125,55.60203245893561,64.34986056055374,36.323197082303864,49.92030715042781,40.16885100239827
67,68.71596474932055,86.74081285156494,72.26223609945487,55.500271228514904,59.14672018863223,39.57520724299955,31.28252506422797
68,100.45307740562038,74.79595909099223,44.54746022740331,23.291278562293776,52.721393019333306,49.918061635008684,50.73068289669865
69,109.56656262614077,64.92481735611663,65.90208550687319,66.62638688867389,58.87866409934399,65.35889937423961,49.191932348571925
70,103.39665540802214,73.44906445799946,59.2160264167308,54.299596404371904,43.485959566704125,60.00530128088203,48.3870960361966
71,94.88611521188211,53.077816652366096,67.49265089158993,42.04183840627094,40.31878018005714,27.24905973291764,44.49568560737809
72,88.91277749462951,55.67030729105792,44.75831125477751,53.58017949737691,31.170924657703527,32.93737933420948,26.556300063723686
73,81.97018857762671,59.20218612447876,52.645652874111846,42.04570543164252,50.60774197001146,44.928023559564835,17.554550326169974
74,96.45583136921418,84.69772637035508,58.39230335131215,47.587326988243156,83.00368516064873,31.74290143047349,43.74148247353663
75,75.43120492785842,76.31271347332407,51.20682829905324,48.71841750412986,54.82608030176843,58.6139321087983,48.15135524233597
76,86.37697691334367,52.52153829350284,64.69185180864596,56.11664031280498,53.65925358541311,39.546014359590636,51.291759268609844
77,63.453742221086614,57.75749409321939,49.67959815748934,55.61594163088307,48.03646292744003,56.67070948940412,47.90412454801412
78,90.21443547556427,67.47143910225856,66.11810550861784,68.22171296516493,70.29073668475864,53.89136525297916,51.413590532697754
79,96.75454962930179,73.35448629912389,69.78839914341633,57.56299359066525,29.390792176205494,69.04757685154402,61.92473460722767
80,93.55090564239397,77.20656977319739,55.34625956421927,63.218742749181445,46.08327895590267,54.25333093281652,41.877791005248255
81,95.02570867864091,60.936142432408275,51.790253354300184,52.554185517887426,55.1595916458149,49.39147713080752,37.61066949946951
82,92.78561796729286,57.12175893011985,62.914541168508855,49.68328535102839,50.17884948307528,60.53672304278216,34.569907703325
83,89.00730144380876,60.62979715745703,62.15439492823894,59.395797668806324,37.745185507388335,48.93049757663164,26.045835243443967
84,101.12008538693136,76.22370148734426,52.97410993279091,48.15795243581576,56.495776053583505,54.12672629813031,48.0394511477863
85,76.40561659426284,88.71143757403101,70.94293774173222,67.54106110675818,47.461304993378654,34.03515256906907,50.8198763998066
86,81.02615063933604,72.06235587192083,69.95653585299087,49.5826779679122,30.247719869462596,36.41152355568906,50.545803594797675
87,72.73924247866334,57.54145224665284,67.37700633791464,45.5639547693506,56.17632869989553,36.98265996827449,36.69611769404084
88,88.87667235485162,76.24520037660325,51.63598337380566,50.49567992504219,64.03335131635356,69.12753002156037,64.25906540198199
89,83.77747532862854,64.08938134975506,56.952186458180634,63.71933902345688,56.916696045851275,61.86858260628257,56.54687559057449
90,98.09235732649485,67.3851315109337,54.77464772808861,42.89052688815125,44.05270765845026,39.14345328835317,53.90837953472455
91,76.86019452291748,70.53628401351952,68.60818845389099,55.07006825903173,64.25466705966393,47.062879069843646,50.7071643581258
92,106.75079174271288,50.067150386426256,59.18094590128965,38.457089254534125,43.77550333279392,65.62693527746968,45.869868678704435
93,79.69386272173236,73.76419211527221,43.437851932662,49.06582924045024,51.53270252169949,51.78219598880949,39.022330524414244
94,77.82666450269704,53.9742143150706,49.06709098657761,45.672202520653116,55.89695494790348,46.38604242952849,51.8721553732625
95,94.85341717035747,72.51331164687085,64.941723939698,42.869672973594426,33.34213565347004,58.312487719228535,50.82389691449514
96,85.4422975661397,69.32405853087558,69.2853702372959,44.45089055440387,47.956536598416335,55.3995097289792,51.80679043078706
97,115.89348346132647,78.87203492987149,54.01584211792543,47.89458694522994,53.08556836522829,59.44808050244637,31.1343633446117
98,77.93595165020851,62.820773994351214,63.10045251261542,67.13534061034275,42.440113235643366,58.306519615199434,53.313285040424475
99,77.03658547326275,64.71008060783348,60.391257953223736,63.804947091628726,53.645115231833756,68.2867361894514,43.89106213241495
100,94.7590864621806,85.5909156872846,64.39208472847812,57.947515116510935,65.74881197605706,61.02959495213457,49.07080446259042
