participant_id,k,s,Amount,Commodity
67,2.7671579343680968,0.08391960752753395,100,Money
68,2.839865324631371,0.09217525289126478,100,Money
69,1.2673348511699898,0.08116849506953734,100,Money
70,2.4625401015075266,0.08283703733244838,100,Money
71,2.9975731707312834,0.08032562569726186,100,Money
72,2.0955900653526998,0.0963828232300072,100,Money
73,2.114014245541563,0.085385013030593,100,Money
74,2.2456579577460234,0.08046052072324283,100,Money
75,1.952581623828821,0.08010948950578561,100,Money
76,1.6413363891483277,0.09222187561149758,100,Money
77,1.7418229387200996,0.09338924907629934,100,Money
78,1.1894738981863058,0.08233834234681789,100,Money
79,1.447437098140118,0.0864905581927803,100,Money
80,1.4733279964363435,0.09203670282237732,100,Money
81,2.2709840082076127,0.09958257517030651,100,Money
82,1.0069109416237156,0.08597040769986183,100,Money
83,2.324881199873087,0.09934948813871611,100,Money
84,1.8311202644449078,0.08896388615083865,100,Money
85,2.7699160162282146,0.09325801811113041,100,Money
86,2.927906533293428,0.08507707022281454,100,Money
87,2.8839552972894467,0.0987698231139423,100,Money
88,1.5787904345927177,0.09246740021186033,100,Money
89,1.2238335600942147,0.09003348710695637,100,Money
90,2.126605220606698,0.09065056537638261,100,Money
91,2.609422068840428,0.08042075449459746,100,Money
92,2.870939343564303,0.08580939963098985,100,Money
93,2.3263781066890354,0.08463018280291587,100,Money
94,2.9252579589563945,0.08248087413146174,100,Money
95,1.7867978270342375,0.08360421690314633,100,Money
96,1.0893542045882931,0.08255847956379847,100,Money
97,2.4455982734329647,0.0949312277659106,100,Money
98,1.6533004843484504,0.08223193376732565,100,Money
99,1.5234524218390824,0.08544426723708715,100,Money
100,1.138149739303628,0.08158476188191982,100,Money
1,0.5170496526110476,0.08353732665719206,1000,Money
2,0.7138428589393874,0.09941102546237728,1000,Money
3,1.127231856111277,0.09125052771414191,1000,Money
4,0.9037866762171073,0.08903794442602012,1000,Money
5,0.9666023459699485,0.09373320052905844,1000,Money
6,0.7853007661860684,0.09150693044633806,1000,Money
7,1.2943383851253931,0.09543669965528152,1000,Money
8,1.3930429683575312,0.09194168246068748,1000,Money
9,1.2062334346504449,0.0842004642179173,1000,Money
10,1.1467017948374574,0.08187317303998241,1000,Money
11,0.5022152069876872,0.08014466455611062,1000,Money
12,1.2728113023401793,0.095644699018478,1000,Money
13,1.1708985019203668,0.0977823773184802,1000,Money
14,1.3482155666398563,0.09853729602522916,1000,Money
15,1.0524108054265469,0.08226069771953202,1000,Money
16,1.0432232445827512,0.09615845667942616,1000,Money
17,1.4480001842242576,0.08293005406367862,1000,Money
18,1.2469560808123847,0.09741404363586575,1000,Money
19,1.27622055151003,0.094803969185241,1000,Money
20,0.5457980873736047,0.08172428512939901,1000,Money
21,0.8572043237997589,0.08506075088528396,1000,Money
22,1.1239646786999835,0.09947638609083233,1000,Money
23,0.8251961282659657,0.08773391507009153,1000,Money
24,1.0206715170103324,0.09709681253075211,1000,Money
25,1.482961515481697,0.09888273290833852,1000,Money
26,0.7121666438978314,0.08959845617087603,1000,Money
27,0.5457328636755375,0.08188258221452024,1000,Money
28,0.7054924303426191,0.09229200684727706,1000,Money
29,1.1177808244732361,0.0999517186086033,1000,Money
30,1.111425119802632,0.08811268738944007,1000,Money
31,0.5764840171106158,0.08305351219174893,1000,Money
32,0.9264317803813547,0.08253030519042626,1000,Money
33,0.8506483623128732,0.09685653857246905,1000,Money
34,1.4238661111250375,0.09526555938063638,1000,Money
35,1.3573100840455656,0.09584929684202242,1000,Money
36,1.4135693585073608,0.09172832503778543,1000,Money
37,0.8625122366556845,0.09735760969850224,1000,Money
38,0.92402844989379,0.088844474012244,1000,Money
39,0.7146349180443692,0.08801187525274806,1000,Money
40,1.035198957271516,0.08715213495955437,1000,Money
41,1.3731101890571393,0.09948522763200432,1000,Money
42,1.4674072562434888,0.09506009984361571,1000,Money
43,0.85800188091934,0.0881829293043925,1000,Money
44,0.8809665388660073,0.09961493666889215,1000,Money
45,0.7847577164395735,0.0853295669240955,1000,Money
46,1.102714305289891,0.09554211105088248,1000,Money
47,0.9224072831696849,0.09491534140566157,1000,Money
48,0.7652109738891766,0.08053004981073102,1000,Money
49,1.2031623516037722,0.09832852533873661,1000,Money
50,0.5638373814764762,0.08332289106224892,1000,Money
51,0.8881413737007876,0.09877119188508605,1000,Money
52,0.9975043312095213,0.08932951159591077,1000,Money
53,1.3411867909150028,0.09610879783843763,1000,Money
54,1.3272085599946455,0.08419495721155615,1000,Money
55,0.762880597820619,0.09055506597328755,1000,Money
56,1.2470420871658408,0.08871899353512787,1000,Money
57,0.6107916122077696,0.08323788857333343,1000,Money
58,1.0379043288353451,0.08236032593170735,1000,Money
59,0.9701743850377293,0.0981368222093485,1000,Money
60,1.2546852051742232,0.08414544264627938,1000,Money
61,0.7052109060277174,0.08283276999549138,1000,Money
62,1.283228866461473,0.08103533846576509,1000,Money
63,0.950866057649144,0.09534183576970935,1000,Money
64,0.8156191095959304,0.08000353108318772,1000,Money
65,1.324017351853966,0.08235305530777809,1000,Money
66,1.119196940419664,0.08466144260591203,1000,Money
67,1.3835789671840484,0.08391960752753395,1000,Money
68,1.4199326623156856,0.09217525289126478,1000,Money
69,0.6336674255849949,0.08116849506953734,1000,Money
70,1.2312700507537633,0.08283703733244838,1000,Money
71,1.4987865853656417,0.08032562569726186,1000,Money
72,1.0477950326763499,0.0963828232300072,1000,Money
73,1.0570071227707816,0.085385013030593,1000,Money
74,1.1228289788730117,0.08046052072324283,1000,Money
75,0.9762908119144105,0.08010948950578561,1000,Money
76,0.8206681945741638,0.09222187561149758,1000,Money
77,0.8709114693600498,0.09338924907629934,1000,Money
78,0.5947369490931529,0.08233834234681789,1000,Money
79,0.723718549070059,0.0864905581927803,1000,Money
80,0.7366639982181717,0.09203670282237732,1000,Money
81,1.1354920041038064,0.09958257517030651,1000,Money
82,0.5034554708118578,0.08597040769986183,1000,Money
83,1.1624405999365435,0.09934948813871611,1000,Money
84,0.9155601322224539,0.08896388615083865,1000,Money
85,1.3849580081141073,0.09325801811113041,1000,Money
86,1.463953266646714,0.08507707022281454,1000,Money
87,1.4419776486447233,0.0987698231139423,1000,Money
88,0.7893952172963589,0.09246740021186033,1000,Money
89,0.6119167800471074,0.09003348710695637,1000,Money
90,1.063302610303349,0.09065056537638261,1000,Money
91,1.304711034420214,0.08042075449459746,1000,Money
92,1.4354696717821516,0.08580939963098985,1000,Money
93,1.1631890533445177,0.08463018280291587,1000,Money
94,1.4626289794781973,0.08248087413146174,1000,Money
95,0.8933989135171188,0.08360421690314633,1000,Money
96,0.5446771022941466,0.08255847956379847,1000,Money
97,1.2227991367164823,0.0949312277659106,1000,Money
98,0.8266502421742252,0.08223193376732565,1000,Money
99,0.7617262109195412,0.08544426723708715,1000,Money
100,0.569074869651814,0.08158476188191982,1000,Money
1,2.542624131527619,0.08353732665719206,100,Food
2,3.0346071473484684,0.09941102546237728,100,Food
3,4.068079640278192,0.09125052771414191,100,Food
4,3.5094666905427685,0.08903794442602012,100,Food
5,3.666505864924871,0.09373320052905844,100,Food
6,3.213251915465171,0.09150693044633806,100,Food
7,4.485845962813483,0.09543669965528152,100,Food
8,4.732607420893828,0.09194168246068748,100,Food
9,4.2655835866261125,0.0842004642179173,100,Food
10,4.116754487093644,0.08187317303998241,100,Food
11,2.505538017469218,0.08014466455611062,100,Food
12,4.432028255850448,0.095644699018478,100,Food
13,4.177246254800917,0.0977823773184802,100,Food
14,4.6205389165996404,0.09853729602522916,100,Food
15,3.881027013566367,0.08226069771953202,100,Food
16,3.8580581114568777,0.09615845667942616,100,Food
17,4.870000460560645,0.08293005406367862,100,Food
18,4.367390202030962,0.09741404363586575,100,Food
19,4.440551378775075,0.094803969185241,100,Food
20,2.6144952184340116,0.08172428512939901,100,Food
21,3.393010809499397,0.08506075088528396,100,Food
22,4.059911696749959,0.09947638609083233,100,Food
23,3.3129903206649143,0.08773391507009153,100,Food
24,3.8016787925258315,0.09709681253075211,100,Food
25,4.957403788704243,0.09888273290833852,100,Food
26,3.030416609744578,0.08959845617087603,100,Food
27,2.614332159188844,0.08188258221452024,100,Food
28,3.0137310758565476,0.09229200684727706,100,Food
29,4.04445206118309,0.0999517186086033,100,Food
30,4.02856279950658,0.08811268738944007,100,Food
31,2.6912100427765395,0.08305351219174893,100,Food
32,3.566079450953387,0.08253030519042626,100,Food
33,3.376620905782183,0.09685653857246905,100,Food
34,4.809665277812594,0.09526555938063638,100,Food
35,4.643275210113914,0.09584929684202242,100,Food
36,4.783923396268402,0.09172832503778543,100,Food
37,3.406280591639211,0.09735760969850224,100,Food
38,3.560071124734475,0.088844474012244,100,Food
39,3.036587295110923,0.08801187525274806,100,Food
40,3.8379973931787896,0.08715213495955437,100,Food
41,4.682775472642849,0.09948522763200432,100,Food
42,4.918518140608722,0.09506009984361571,100,Food
43,3.3950047022983503,0.0881829293043925,100,Food
44,3.452416347165018,0.09961493666889215,100,Food
45,3.2118942910989334,0.0853295669240955,100,Food
46,4.006785763224728,0.09554211105088248,100,Food
47,3.556018207924212,0.09491534140566157,100,Food
48,3.1630274347229417,0.08053004981073102,100,Food
49,4.257905879009431,0.09832852533873661,100,Food
50,2.6595934536911905,0.08332289106224892,100,Food
51,3.470353434251969,0.09877119188508605,100,Food
52,3.7437608280238033,0.08932951159591077,100,Food
53,4.602966977287507,0.09610879783843763,100,Food
54,4.5680213999866135,0.08419495721155615,100,Food
55,3.1572014945515474,0.09055506597328755,100,Food
56,4.367605217914602,0.08871899353512787,100,Food
57,2.7769790305194237,0.08323788857333343,100,Food
58,3.8447608220883627,0.08236032593170735,100,Food
59,3.6754359625943236,0.0981368222093485,100,Food
60,4.386713012935559,0.08414544264627938,100,Food
61,3.0130272650692937,0.08283276999549138,100,Food
62,4.458072166153682,0.08103533846576509,100,Food
63,3.62716514412286,0.09534183576970935,100,Food
64,3.289047773989826,0.08000353108318772,100,Food
65,4.560043379634914,0.08235305530777809,100,Food
66,4.04799235104916,0.08466144260591203,100,Food
67,4.708947417960122,0.08391960752753395,100,Food
68,4.799831655789214,0.09217525289126478,100,Food
69,2.8341685639624874,0.08116849506953734,100,Food
70,4.328175126884409,0.08283703733244838,100,Food
71,4.996966463414104,0.08032562569726186,100,Food
72,3.8694875816908745,0.0963828232300072,100,Food
73,3.892517806926954,0.085385013030593,100,Food
74,4.057072447182529,0.08046052072324283,100,Food
75,3.690727029786026,0.08010948950578561,100,Food
76,3.30167048643541,0.09222187561149758,100,Food
77,3.4272786734001244,0.09338924907629934,100,Food
78,2.736842372732882,0.08233834234681789,100,Food
79,3.0592963726751474,0.0864905581927803,100,Food
80,3.091659995545429,0.09203670282237732,100,Food
81,4.088730010259516,0.09958257517030651,100,Food
82,2.5086386770296447,0.08597040769986183,100,Food
83,4.156101499841359,0.09934948813871611,100,Food
84,3.538900330556135,0.08896388615083865,100,Food
85,4.712395020285268,0.09325801811113041,100,Food
86,4.909883166616785,0.08507707022281454,100,Food
87,4.854944121611808,0.0987698231139423,100,Food
88,3.223488043240897,0.09246740021186033,100,Food
89,2.7797919501177684,0.09003348710695637,100,Food
90,3.9082565257583726,0.09065056537638261,100,Food
91,4.511777586050535,0.08042075449459746,100,Food
92,4.838674179455379,0.08580939963098985,100,Food
93,4.157972633361294,0.08463018280291587,100,Food
94,4.906572448695494,0.08248087413146174,100,Food
95,3.483497283792797,0.08360421690314633,100,Food
96,2.6116927557353664,0.08255847956379847,100,Food
97,4.3069978417912065,0.0949312277659106,100,Food
98,3.316625605435563,0.08223193376732565,100,Food
99,3.154315527298853,0.08544426723708715,100,Food
100,2.672687174129535,0.08158476188191982,100,Food
1,2.034099305222095,0.08353732665719206,100,Money Loss
2,2.4276857178787745,0.09941102546237728,100,Money Loss
3,3.254463712222554,0.09125052771414191,100,Money Loss
4,2.807573352434215,0.08903794442602012,100,Money Loss
5,2.9332046919398973,0.09373320052905844,100,Money Loss
6,2.5706015323721365,0.09150693044633806,100,Money Loss
7,3.5886767702507862,0.09543669965528152,100,Money Loss
8,3.7860859367150623,0.09194168246068748,100,Money Loss
9,3.4124668693008897,0.0842004642179173,100,Money Loss
10,3.2934035896749148,0.08187317303998241,100,Money Loss
11,2.004430413975374,0.08014466455611062,100,Money Loss
12,3.5456226046803585,0.095644699018478,100,Money Loss
13,3.3417970038407336,0.0977823773184802,100,Money Loss
14,3.6964311332797126,0.09853729602522916,100,Money Loss
15,3.1048216108530937,0.08226069771953202,100,Money Loss
16,3.0864464891655023,0.09615845667942616,100,Money Loss
17,3.896000368448515,0.08293005406367862,100,Money Loss
18,3.4939121616247695,0.09741404363586575,100,Money Loss
19,3.55244110302006,0.094803969185241,100,Money Loss
20,2.0915961747472096,0.08172428512939901,100,Money Loss
21,2.7144086475995177,0.08506075088528396,100,Money Loss
22,3.247929357399967,0.09947638609083233,100,Money Loss
23,2.6503922565319313,0.08773391507009153,100,Money Loss
24,3.041343034020665,0.09709681253075211,100,Money Loss
25,3.965923030963394,0.09888273290833852,100,Money Loss
26,2.4243332877956627,0.08959845617087603,100,Money Loss
27,2.091465727351075,0.08188258221452024,100,Money Loss
28,2.410984860685238,0.09229200684727706,100,Money Loss
29,3.2355616489464722,0.0999517186086033,100,Money Loss
30,3.222850239605264,0.08811268738944007,100,Money Loss
31,2.1529680342212316,0.08305351219174893,100,Money Loss
32,2.8528635607627093,0.08253030519042626,100,Money Loss
33,2.701296724625746,0.09685653857246905,100,Money Loss
34,3.847732222250075,0.09526555938063638,100,Money Loss
35,3.7146201680911313,0.09584929684202242,100,Money Loss
36,3.8271387170147215,0.09172832503778543,100,Money Loss
37,2.725024473311369,0.09735760969850224,100,Money Loss
38,2.84805689978758,0.088844474012244,100,Money Loss
39,2.4292698360887384,0.08801187525274806,100,Money Loss
40,3.070397914543032,0.08715213495955437,100,Money Loss
41,3.7462203781142787,0.09948522763200432,100,Money Loss
42,3.9348145124869776,0.09506009984361571,100,Money Loss
43,2.71600376183868,0.0881829293043925,100,Money Loss
44,2.7619330777320146,0.09961493666889215,100,Money Loss
45,2.5695154328791467,0.0853295669240955,100,Money Loss
46,3.205428610579782,0.09554211105088248,100,Money Loss
47,2.8448145663393696,0.09491534140566157,100,Money Loss
48,2.530421947778353,0.08053004981073102,100,Money Loss
49,3.4063247032075443,0.09832852533873661,100,Money Loss
50,2.127674762952952,0.08332289106224892,100,Money Loss
51,2.7762827474015754,0.09877119188508605,100,Money Loss
52,2.9950086624190426,0.08932951159591077,100,Money Loss
53,3.6823735818300056,0.09610879783843763,100,Money Loss
54,3.654417119989291,0.08419495721155615,100,Money Loss
55,2.525761195641238,0.09055506597328755,100,Money Loss
56,3.4940841743316815,0.08871899353512787,100,Money Loss
57,2.2215832244155393,0.08323788857333343,100,Money Loss
58,3.0758086576706902,0.08236032593170735,100,Money Loss
59,2.9403487700754587,0.0981368222093485,100,Money Loss
60,3.5093704103484464,0.08414544264627938,100,Money Loss
61,2.410421812055435,0.08283276999549138,100,Money Loss
62,3.566457732922946,0.08103533846576509,100,Money Loss
63,2.9017321152982882,0.09534183576970935,100,Money Loss
64,2.631238219191861,0.08000353108318772,100,Money Loss
65,3.648034703707932,0.08235305530777809,100,Money Loss
66,3.238393880839328,0.08466144260591203,100,Money Loss
67,3.7671579343680968,0.08391960752753395,100,Money Loss
68,3.839865324631371,0.09217525289126478,100,Money Loss
69,2.2673348511699896,0.08116849506953734,100,Money Loss
70,3.4625401015075266,0.08283703733244838,100,Money Loss
71,3.9975731707312834,0.08032562569726186,100,Money Loss
72,3.0955900653526998,0.0963828232300072,100,Money Loss
73,3.114014245541563,0.085385013030593,100,Money Loss
74,3.2456579577460234,0.08046052072324283,100,Money Loss
75,2.952581623828821,0.08010948950578561,100,Money Loss
76,2.6413363891483277,0.09222187561149758,100,Money Loss
77,2.7418229387201,0.09338924907629934,100,Money Loss
78,2.189473898186306,0.08233834234681789,100,Money Loss
79,2.447437098140118,0.0864905581927803,100,Money Loss
80,2.4733279964363435,0.09203670282237732,100,Money Loss
81,3.2709840082076127,0.09958257517030651,100,Money Loss
82,2.0069109416237154,0.08597040769986183,100,Money Loss
83,3.324881199873087,0.09934948813871611,100,Money Loss
84,2.831120264444908,0.08896388615083865,100,Money Loss
85,3.7699160162282146,0.09325801811113041,100,Money Loss
86,3.927906533293428,0.08507707022281454,100,Money Loss
87,3.8839552972894467,0.0987698231139423,100,Money Loss
88,2.578790434592718,0.09246740021186033,100,Money Loss
89,2.2238335600942145,0.09003348710695637,100,Money Loss
90,3.126605220606698,0.09065056537638261,100,Money Loss
91,3.609422068840428,0.08042075449459746,100,Money Loss
92,3.870939343564303,0.08580939963098985,100,Money Loss
93,3.3263781066890354,0.08463018280291587,100,Money Loss
94,3.9252579589563945,0.08248087413146174,100,Money Loss
95,2.7867978270342375,0.08360421690314633,100,Money Loss
96,2.089354204588293,0.08255847956379847,100,Money Loss
97,3.4455982734329647,0.0949312277659106,100,Money Loss
98,2.6533004843484504,0.08223193376732565,100,Money Loss
99,2.5234524218390826,0.08544426723708715,100,Money Loss
100,2.138149739303628,0.08158476188191982,100,Money Loss
