subject,time_s
M-01,2127.4
M-01,2128.284
M-01,2130.809
M-01,2132.424
M-01,2134.012
M-01,2135.774
M-01,2149.199
M-01,2149.438
M-01,2160.916
M-01,2161.278
M-01,2164.074
M-01,2167.602
M-01,2172.784
M-01,2173.787
M-01,2174.597
M-01,2177.157
M-01,2180.641
M-01,2180.644
M-01,2182.787
M-01,2191.344
M-01,2192.45
M-01,2196.216
M-01,2196.839
M-01,2203.742
M-01,2204.657
M-01,2206.45
M-01,2207.397
M-01,2215.102
M-01,2218.11
M-01,2220.075
M-01,2222.947
M-01,2225.755
M-01,2226.597
M-01,2233.521
M-01,2236.747
M-01,2237.76
M-01,2239.148
M-01,2242.093
M-01,2246.665
M-01,2248.585
M-01,2251.544
M-01,2255.788
M-01,2262.045
M-01,2264.653
M-01,2275.046
M-01,2283.652
M-01,2298.779
M-01,2312.2
M-01,2313.762
M-01,2315.929
M-01,2319.217
M-01,2319.311
M-01,2321.153
M-01,2323.328
M-01,2326.971
M-01,2338.839
M-01,2343.12
M-01,2345.374
M-01,2348.148
M-01,2355.649
M-01,2363.998
M-01,2370.001
M-01,2370.123
M-01,2375.286
M-01,2376.269
M-01,2378.283
M-01,2381.315
M-01,2388.259
M-01,2392.783
M-01,2393.896
M-01,2402.436
M-01,2402.612
M-01,2402.998
M-01,2403.146
M-01,2405.423
M-01,2405.867
M-01,2409.531
M-01,2412.114
M-01,2425.221
M-01,2432.997
M-01,2433.498
M-01,2437.504
M-01,2439.657
M-01,2446.803
M-01,2453.589
M-01,2453.722
M-01,2454.287
M-01,2465.756
M-01,2473.882
M-01,2477.518
M-01,2480.093
M-01,2480.229
M-01,2487.222
M-01,2487.579
M-01,2490.853
M-01,2494.667
M-01,2503.293
M-01,2511.151
M-01,2511.864
M-01,2513.935
M-01,2514.644
M-01,2517.568
M-01,2532.766
M-01,2532.822
M-01,2538.552
M-01,2549.614
M-01,2552.736
M-01,2554.824
M-01,2557.293
M-01,2560.452
M-01,2566.487
M-01,2568.995
M-01,2569.374
M-01,2573.495
M-01,2577.124
M-01,2584.681
M-01,2586.34
M-01,2587.966
M-01,2588.642
M-01,2588.8
M-01,2591.932
M-01,2594.272
M-01,2609.632
M-01,2611.793
M-01,2614.717
M-01,2624.711
M-01,2627.282
M-01,2628.155
M-01,2644.988
M-01,2647.169
M-01,2650.21
M-01,2653.498
M-01,2660.752
M-01,2674.273
M-01,2676.929
M-01,2677.98
M-01,2678.025
M-01,2690.278
M-01,2708.475
M-01,2708.774
M-01,2711.557
M-01,2711.565
M-01,2711.822
M-01,2719.66
M-01,2723.353
M-01,2725.412
M-01,2736.086
M-01,2739.561
M-01,2742.546
M-01,2761.268
M-01,2761.429
M-01,2763.885
M-01,2767.058
M-01,2769.046
M-01,2775.328
M-01,2778.442
M-01,2778.453
M-01,2788.593
M-01,2793.295
M-01,2794.104
M-01,2795.469
M-01,2795.632
M-01,2798.772
M-01,2803.594
M-01,2805.212
M-01,2810.812
M-01,2817.51
M-01,2817.899
M-01,2822.826
M-01,2824.699
M-01,2827.935
M-01,2830.922
M-01,2835.82
M-01,2839.926
M-01,2840.051
M-01,2846.184
M-01,2855.086
M-01,2856.492
M-01,2858.186
M-01,2859.75
M-01,2862.465
M-01,2862.986
M-01,2863.184
M-01,2864.157
M-01,2864.379
M-01,2871.293
M-01,2873.477
M-01,2876.659
M-01,2878.928
M-01,2883.379
M-01,2891.02
M-01,2895.8
M-01,2897.947
M-01,2898.028
M-01,2898.664
M-01,2899.17
M-01,2910.733
M-01,2913.659
M-01,2927.851
M-01,2932.871
M-01,2941.523
M-01,2942.082
M-01,2944.757
M-01,2948.857
M-01,2967.385
M-01,2967.999
M-01,2969.28
M-01,2974.98
M-01,2975.078
M-01,2978.617
M-01,2980.965
M-01,2982.204
M-01,2989.611
M-01,2991.352
M-01,2991.948
M-01,2997.395
M-01,2999.181
M-02,0.327
M-02,1.262
M-02,1.498
M-02,2.351
M-02,2.451
M-02,8.68
M-02,10.437
M-02,11.025
M-02,11.74
M-02,14.229
M-02,14.661
M-02,43.875
M-02,45.119
M-02,45.154
M-02,45.862
M-02,46.24
M-02,67.138
M-02,67.29
M-02,87.304
M-02,89.104
M-02,89.117
M-02,103.019
M-02,103.032
M-02,103.155
M-02,103.313
M-02,104.967
M-02,106.64
M-02,123.896
M-02,124.56
M-02,124.567
M-02,125.454
M-02,127.105
M-02,133.629
M-02,133.837
M-02,134.146
M-02,135.537
M-02,137.322
M-02,138.326
M-02,138.343
M-02,142.376
M-02,143.198
M-02,167.529
M-02,167.588
M-02,167.922
M-02,172.226
M-02,172.554
M-02,173.963
M-02,175.326
M-02,175.491
M-02,176.707
M-02,177.633
M-02,179.648
M-02,183.245
M-02,183.479
M-02,183.95
M-02,193.748
M-02,195.857
M-02,196.243
M-02,197.471
M-02,243.793
M-02,244.766
M-02,246.253
M-02,252.543
M-02,253.465
M-02,253.961
M-02,253.964
M-02,254.36
M-02,255.515
M-02,256.59
M-02,263.071
M-02,264.678
M-02,265.162
M-02,265.471
M-02,266.191
M-02,266.73
M-02,267.199
M-02,273.702
M-02,274.765
M-02,320.61
M-02,323.324
M-02,324.163
M-02,324.287
M-02,331.745
M-02,335.487
M-02,336.165
M-02,336.332
M-02,336.777
M-02,339.328
M-02,342.746
M-02,342.841
M-02,354.536
M-02,355.243
M-02,355.277
M-02,380.736
M-02,381.06
M-02,381.722
M-02,382.27
M-02,383.397
M-02,385.452
M-02,386.52
M-02,386.956
M-02,388.222
M-02,419.296
M-02,419.74
M-02,420.567
M-02,427.919
M-02,439.814
M-02,445.367
M-02,446.376
M-02,446.856
M-02,454.211
M-02,454.641
M-02,454.766
M-02,455.059
M-02,456.929
M-02,457.157
M-02,464.473
M-02,464.544
M-02,468.198
M-02,469.925
M-02,471.914
M-02,474.6
M-02,476.304
M-02,477.549
M-02,477.681
M-02,498.095
M-02,499.6
M-02,500.058
M-02,501.147
M-02,501.512
M-02,522.343
M-02,523.833
M-02,526.272
M-02,527.548
M-02,527.933
M-02,539.932
M-02,540.276
M-02,540.628
M-02,541.078
M-02,566.06
M-02,566.364
M-02,568.856
M-02,569.003
M-02,569.276
M-02,569.49
M-02,569.497
M-02,569.64
M-02,591.264
M-02,593.121
M-02,595.023
M-02,595.516
M-02,602.122
M-02,603.151
M-02,603.673
M-02,603.752
M-02,605.46
M-02,607.203
M-02,608.93
M-02,609.372
M-02,609.478
M-02,609.601
M-02,614.735
M-02,636.789
M-02,637.207
M-02,639.904
M-02,639.927
M-02,640.261
M-02,641.701
M-02,642.669
M-02,663.855
M-02,664.008
M-02,664.39
M-02,664.922
M-02,710.571
M-02,711.681
M-02,713.17
M-02,714.086
M-02,714.407
M-02,720.663
M-02,723.671
M-02,725.003
M-02,725.82
M-02,727.437
M-02,729.489
M-02,730.308
M-02,730.395
M-02,737.105
M-02,737.394
M-02,738.552
M-02,739.892
M-02,740.901
M-02,742.341
M-02,742.51
M-02,751.782
M-02,752.449
M-02,753.353
M-02,754.553
M-02,754.872
M-02,762.156
M-02,762.237
M-02,762.927
M-02,765.649
M-02,765.729
M-02,766.605
M-02,767.103
M-02,780.786
M-02,781.727
M-02,781.932
M-02,783.181
M-02,783.902
M-02,784.449
M-02,786.854
M-02,786.923
M-02,787.632
M-02,787.825
M-02,788.299
M-02,788.61
M-02,789.577
M-02,790.345
M-02,796.849
M-02,798.682
M-02,800.778
M-02,801.962
M-02,802.145
M-02,802.16
M-02,809.366
M-02,809.561
M-02,813.042
M-02,823.357
M-02,824.633
M-02,824.927
M-02,830.507
M-02,830.798
M-02,832.817
M-02,834.406
M-02,852.839
M-02,854.377
M-02,855.402
M-02,857.639
M-02,868.027
M-02,868.348
M-02,868.97
M-02,868.977
M-02,892.596
M-02,892.611
M-02,893.737
M-02,894.047
M-02,894.126
M-02,896.108
M-02,896.73
M-02,924.224
M-02,924.617
M-02,924.901
M-02,925.071
M-02,925.624
M-02,956.792
M-02,957.102
M-02,958.085
M-02,958.335
M-02,958.45
M-02,969.506
M-02,969.507
M-02,969.847
M-02,971.695
M-02,972.721
M-02,972.909
M-02,973.451
M-02,978.392
M-02,979.318
M-02,980.053
M-02,980.509
M-02,981.623
M-02,981.708
M-02,981.763
M-02,991.641
M-02,993.403
M-02,993.607
M-02,999.007
M-02,999.407
M-02,999.642
M-02,1003.518
M-02,1003.627
M-02,1005.198
M-02,1005.209
M-02,1006.561
M-02,1008.112
M-02,1008.152
M-02,1013.062
M-02,1016.219
M-02,1018.471
M-02,1027.725
M-02,1028.43
M-02,1030.419
M-02,1032.186
M-02,1032.324
M-02,1074.243
M-02,1074.789
M-02,1075.429
M-02,1077.484
M-02,1077.688
M-02,1121.556
M-02,1122.965
M-02,1123.125
M-02,1127.546
M-02,1127.891
M-02,1128.555
M-02,1129.451
M-02,1130.513
M-02,1140.224
M-02,1144.724
M-02,1145.661
M-02,1146.413
M-02,1146.965
M-02,1150.207
M-02,1169.591
M-02,1171.258
M-02,1171.299
M-02,1176.01
M-02,1177.856
M-02,1179.741
M-02,1180.498
M-02,1193.731
M-02,1193.785
M-02,1194.07
M-02,1220.333
M-02,1224.009
M-02,1224.796
M-02,1227.942
M-02,1228.525
M-02,1239.592
M-02,1240.196
M-02,1242.363
M-02,1245.743
M-02,1249.948
M-02,1266.66
M-02,1269.072
M-02,1269.306
M-02,1269.884
M-02,1303.476
M-02,1304.191
M-02,1304.999
M-02,1312.865
M-02,1313.649
M-02,1314.44
M-02,1315.534
M-02,1316.882
M-02,1317.79
M-02,1317.879
M-02,1347.48
M-02,1347.953
M-02,1347.964
M-02,1349.016
M-02,1350.156
M-02,1358.921
M-02,1359.044
M-02,1359.761
M-02,1361.024
M-02,1364.701
M-02,1365.437
M-02,1365.608
M-02,1376.178
M-02,1376.646
M-02,1377.394
M-02,1378.226
M-02,1378.282
M-02,1430.969
M-02,1432.551
M-02,1433.337
M-02,1434.813
M-02,1436.525
M-02,1440.343
M-02,1441.157
M-02,1444.859
M-02,1445.028
M-02,1446.211
M-02,1447.706
M-02,1497.06
M-02,1499.468
M-02,1500.628
M-02,1502.116
M-02,1502.244
M-02,1504.398
M-02,1505.051
M-02,1506.297
M-02,1512.597
M-02,1512.599
M-02,1514.058
M-02,1514.128
M-02,1536.536
M-02,1538.155
M-02,1540.012
M-02,1549.262
M-02,1550.148
M-02,1550.283
M-02,1551.417
M-02,1553.318
M-02,1553.765
M-02,1556.393
M-02,1556.74
M-02,1558.092
M-02,1560.685
M-02,1561.064
M-02,1562.48
M-02,1569.345
M-02,1569.514
M-02,1570.746
M-02,1571.068
M-02,1578.193
M-02,1581.24
M-02,1583.091
M-02,1584.925
M-02,1586.28
M-02,1602.676
M-02,1602.903
M-02,1604.033
M-02,1607.074
M-02,1607.597
M-02,1610.935
M-02,1610.971
M-02,1611.255
M-02,1611.742
M-02,1612.044
M-02,1612.949
M-02,1613.139
M-02,1613.716
M-02,1614.182
M-02,1615.052
M-02,1616.92
M-02,1619.452
M-02,1666.794
M-02,1666.98
M-02,1679.72
M-02,1680.278
M-02,1681.862
M-02,1684.148
M-02,1685.324
M-02,1685.412
M-02,1687.967
M-02,1702.721
M-02,1703.378
M-02,1714.904
M-02,1715.906
M-02,1716.537
M-02,1717.29
M-02,1718.241
M-02,1719.284
M-02,1725.522
M-02,1728.51
M-02,1728.66
M-02,1782.261
M-02,1782.264
M-02,1782.578
M-02,1782.927
M-02,1783.288
M-02,1783.408
M-02,1785.482
M-02,1788.603
M-02,1788.83
M-02,1793.84
M-02,1794.446
M-02,1795.695
M-02,1795.944
M-02,1797.968
M-02,1798.068
M-02,1807.662
M-02,1807.904
M-02,1808.631
M-02,1808.635
M-02,1808.705
M-02,1809.895
M-02,1810.933
M-02,1811.439
M-02,1811.491
M-02,1813.375
M-02,1814.125
M-02,1846.165
M-02,1846.642
M-02,1848.408
M-02,1849.285
M-02,1889.226
M-02,1889.541
M-02,1920.873
M-02,1922.701
M-02,1923.053
M-02,1925.22
M-02,1925.903
M-02,1928.824
M-02,1929.322
M-02,1929.683
M-02,1946.488
M-02,1947.735
M-02,1950.093
M-02,1950.429
M-02,1958.877
M-02,1959.715
M-02,1962.303
M-02,1982.551
M-02,1982.82
M-02,1983.062
M-02,1988.394
M-02,1988.63
M-02,1989.202
M-02,1990.595
M-02,1990.922
M-02,1992.092
M-02,1992.477
M-02,1997.907
M-02,1998.013
M-02,1998.143
M-02,2004.229
M-02,2007.916
M-02,2008.739
M-02,2017.617
M-02,2018.316
M-02,2018.364
M-02,2018.761
M-02,2029.11
M-02,2029.545
M-02,2030.195
M-02,2030.324
M-02,2030.592
M-02,2031.714
M-02,2038.126
M-02,2038.193
M-02,2038.606
M-02,2039.043
M-02,2039.072
M-02,2040.543
M-02,2040.651
M-02,2070.241
M-02,2071.43
M-02,2075.284
M-02,2075.633
M-02,2100.913
M-02,2101.496
M-02,2102.172
M-02,2104.627
M-02,2105.426
M-02,2105.614
M-02,2113.134
M-02,2113.141
M-02,2115.309
M-02,2115.443
M-02,2116.997
M-02,2120.356
M-02,2121.627
M-02,2122.638
M-02,2124.093
M-02,2126.625
M-02,2126.987
M-02,2127.333
M-02,2127.374
M-02,2127.386
M-02,2129.804
M-02,2131.345
M-02,2131.602
M-02,2131.695
M-02,2132.991
M-02,2144.57
M-02,2144.708
M-02,2172.576
M-02,2174.652
M-02,2175.127
M-02,2175.998
M-02,2177.177
M-02,2220.151
M-02,2220.504
M-02,2221.535
M-02,2221.537
M-02,2222.241
M-02,2222.39
M-02,2235.828
M-02,2237.572
M-02,2239.397
M-02,2239.843
M-02,2240.428
M-02,2241.318
M-02,2241.44
M-02,2241.727
M-02,2242.591
M-02,2246.459
M-02,2246.903
M-02,2247.105
M-02,2247.467
M-02,2248.398
M-02,2248.473
M-02,2268.582
M-02,2269.93
M-02,2270.223
M-02,2272.012
M-02,2272.177
M-02,2272.986
M-02,2328.613
M-02,2330.131
M-02,2331.137
M-02,2331.858
M-02,2332.712
M-02,2332.725
M-02,2333.527
M-02,2333.938
M-02,2336.866
M-02,2337.025
M-02,2337.976
M-02,2339.02
M-02,2339.271
M-02,2340.281
M-02,2341.013
M-02,2342.001
M-02,2364.892
M-02,2365.518
M-02,2365.778
M-02,2366.741
M-02,2367.864
M-02,2381.37
M-02,2381.521
M-02,2383.783
M-02,2384.665
M-02,2409.815
M-02,2410.935
M-02,2411.744
M-02,2412.887
M-02,2412.949
M-02,2413.111
M-02,2440.986
M-02,2441.87
M-02,2442.047
M-02,2444.674
M-02,2447.961
M-02,2449.487
M-02,2474.07
M-02,2474.092
M-02,2476.075
M-02,2477.334
M-02,2478.907
M-02,2479.48
M-02,2479.586
M-02,2495.057
M-02,2496.233
M-02,2499.139
M-02,2500.892
M-02,2504.684
M-02,2504.723
M-02,2504.862
M-02,2506.127
M-02,2506.51
M-02,2510.039
M-02,2510.087
M-02,2510.784
M-02,2512.644
M-02,2523.603
M-02,2524.966
M-02,2525.178
M-02,2526.086
M-02,2530.378
M-02,2531.353
M-02,2533.655
M-02,2535.336
M-02,2538.951
M-02,2541.001
M-02,2541.791
M-02,2543.327
M-02,2543.743
M-02,2543.976
M-02,2544.143
M-02,2545.644
M-02,2566.314
M-02,2567.739
M-02,2572.507
M-02,2605.762
M-02,2606.025
M-02,2606.451
M-02,2621.483
M-02,2626.188
M-02,2626.466
M-02,2627.733
M-02,2628.625
M-02,2629.491
M-02,2629.561
M-02,2629.931
M-02,2677.436
M-02,2677.484
M-02,2677.955
M-02,2678.1
M-02,2678.769
M-02,2678.973
M-02,2709.784
M-02,2710.146
M-02,2710.349
M-02,2711.147
M-02,2713.554
M-02,2714.006
M-02,2715.415
M-02,2721.79
M-02,2723.15
M-02,2736.329
M-02,2737.744
M-02,2738.518
M-02,2740.953
M-02,2741.307
M-02,2744.532
M-02,2744.75
M-02,2766.941
M-02,2770.516
M-02,2770.805
M-02,2772.627
M-02,2772.821
M-02,2826.524
M-02,2827.509
M-02,2827.526
M-02,2827.773
M-02,2871.243
M-02,2871.565
M-02,2872.183
M-02,2883.737
M-02,2885.097
M-02,2885.574
M-02,2889.817
M-02,2890.99
M-02,2891.53
M-02,2953.034
M-02,2953.226
M-02,2953.679
M-02,2959.982
M-02,2960.292
M-02,2961.011
M-02,2962.131
M-02,2975.738
M-02,2976.538
M-02,2977.776
M-02,2978.921
M-02,2980.517
M-02,2991.101
M-02,2991.625
M-02,2992.085
M-02,2992.743
M-02,2995.519
