participant_id,price_0.01,price_0.05,price_0.25,price_1.00,price_5.00,price_10.00,price_33.00,price_100.00,price_250.00,price_500.00,price_1000.00,Q0,a
17,77.44686075014923,81.73114431388962,79.90924417769457,78.14689095414084,45.604199703799,38.02335768804744,32.085500674806255,32.95250831319388,0.0,0.0,0.0,94.2377979314755,0.22344856479222203
18,65.14382574998258,50.4341992832841,53.33593869064165,50.30519068706286,30.93048257969735,25.673359992654333,22.978034270143944,20.96591043737118,0.0,0.0,0.0,59.09613502198706,0.12691662124450726
19,60.162221756749425,59.66676616024377,62.88550501405429,51.763174487288694,29.8514914762305,22.722823497840317,23.027489432487535,25.96888033011674,0.0,0.0,0.0,71.17857819802012,0.2274193712724768
20,76.05762298949638,82.93771570602273,64.28004037777252,53.133624319106346,41.02676877978635,23.589033249566796,23.79491826940987,22.04485387669568,0.0,0.0,0.0,79.67633106226131,0.2032791640077719
21,55.00146177034065,56.822990401915995,75.97331737319114,57.78335940678078,47.444084688607,37.50003366803667,23.61369188335963,27.544693799042527,0.0,0.0,0.0,74.40112430842909,0.09663718068380199
22,26.48127367679185,24.41847443147932,19.021307641727077,18.48301997678339,19.478108685626356,14.887501185992958,7.516418243137418,8.250378354855268,0.0,0.0,0.0,23.729687881250456,0.056516814548105976
23,40.37597537306669,33.943470518661684,38.13071251380862,36.901868299597844,21.659279599571057,18.781486682672288,16.42251970970623,14.473795720809406,0.0,0.0,0.0,46.52581584296652,0.18437887972381367
24,59.037700918776764,58.20569325101896,69.17389430236979,68.43266423361695,26.991996853859177,28.835413772554247,26.826779901620043,26.221300263854843,0.0,0.0,0.0,73.09754729896014,0.23696756705721295
25,29.85708369127819,36.259110498158776,33.822519348247305,21.419435617275056,14.56629528492637,12.818168346092076,10.760988147855167,12.236688903923561,0.0,0.0,0.0,36.27489233154723,0.21435642156855333
26,24.61544325129003,23.810908816628565,23.206926388495248,21.55120357778475,13.510197349469223,11.094394163451653,8.269146013167564,8.896515125927447,0.0,0.0,0.0,24.9264127306036,0.169696382131795
27,35.20789515364741,45.422625994267996,34.36906236192191,38.86447637097227,25.953554226064156,20.4720369565907,13.718420155333101,13.188406843522976,0.0,0.0,0.0,41.66353422016346,0.1386798669473162
28,69.21089513889324,60.24468796842396,64.52006325221151,57.843387769819024,30.313329747581403,24.513677120082935,19.641054269668338,22.51369055434466,0.0,0.0,0.0,69.71446005332513,0.23931566667490672
29,83.99084367468309,85.04197185474376,87.71938969878602,83.01349716403352,66.94046877952775,54.88907741940902,29.617348928228267,31.713679093116188,0.0,0.0,0.0,88.03527238426167,0.0765583803437777
30,34.054731687195456,36.736512869663294,28.09117055956434,29.596218225680907,21.30199262462923,15.32181992240395,15.178611289041188,15.812659829952544,0.0,0.0,0.0,42.45267839537294,0.2455103055872891
31,61.62635512004705,56.8831157908477,62.125679891768335,50.6381881787491,45.81013063969054,35.822866221566294,23.420255026301678,21.740055297825585,0.0,0.0,0.0,60.472391489609585,0.052661253439772064
32,32.47087688171272,36.17001419964909,34.8835252425578,28.08700352149713,19.031146237522197,12.993065373858212,12.599616724826674,12.664583938872388,0.0,0.0,0.0,35.37613677358654,0.1851999293222989
33,72.62690954321721,85.65969599764189,65.97341726824976,75.0545458777552,48.439438507178274,47.8017628055979,29.327805264743212,29.79204850324427,0.0,0.0,0.0,92.80835266591315,0.11271814901078586
34,83.63994833019483,72.54751402530769,81.42352999515708,58.02009766619916,48.09179224326584,30.80384888378007,33.05706129015637,27.753880585624152,0.0,0.0,0.0,84.04669200759118,0.12783519466826515
35,89.15797384829425,70.15996018391809,79.07258841276351,68.60671167922978,39.978151195323946,30.58183539432115,25.855412184487772,34.63538768855395,0.0,0.0,0.0,88.68293096943263,0.1939637817979098
36,26.147679069506495,26.469610193167576,27.936816597995538,26.92760914129877,12.538018222466704,13.72718259179871,8.838037569588298,11.444231935378829,0.0,0.0,0.0,33.85702703432372,0.2351938436034855
37,53.01136080914296,52.90024312020405,45.700585984197616,55.57529166754286,35.99717575034181,31.998567185845737,19.50689149473778,23.414264220213663,0.0,0.0,0.0,65.05455296627892,0.1408423543215644
38,84.101341654538,62.31232251761442,76.6032925479102,56.70798678105584,55.31739279758631,53.35117638510272,26.538264192301497,19.957506495955432,0.0,0.0,0.0,74.37738640238744,0.05859104404858986
39,46.80376298022654,42.74913551902913,49.422809789023326,37.39859138822744,32.81237565221269,23.81481480673807,17.356805230619983,18.25459642631664,0.0,0.0,0.0,51.7147084510285,0.15717915680005634
40,94.52892746512934,90.40226137880335,97.59131044754496,82.66277385437235,42.26264403810909,35.172180139342146,28.57809783490251,37.03562052648262,0.0,0.0,0.0,95.5693397161136,0.21505744674503113
41,67.78509265491061,71.72310042124316,61.59187054595917,72.4203392108933,37.889246211472255,39.23516428748778,25.321630737686892,25.031865280903975,0.0,0.0,0.0,77.44322826217243,0.1280623022498091
42,18.59002089491903,21.846658626049198,18.37297861933589,16.22050670885779,9.041451278783455,9.888422192437984,8.318940651241615,6.488805494498106,0.0,0.0,0.0,23.562697794987102,0.2363093318567091
43,38.36069457620055,53.24232184185707,53.696979820383966,24.830926817430594,30.42512911186368,23.416399512927665,20.1468358452551,16.552122836234055,0.0,0.0,0.0,53.95136787485357,0.13467896603455154
44,68.48313010213373,60.43376564945262,65.11224028985707,51.510042206081664,28.769639408791292,30.204928931974663,21.60794418548565,20.75506665584643,0.0,0.0,0.0,76.64878594050893,0.22870142386474224
45,62.40830733590591,83.5126858862865,83.75165715345972,65.55261618429361,53.35276364386989,43.454064783161996,30.732607025496122,31.15753909661635,0.0,0.0,0.0,92.44319137513854,0.13801243789610285
46,68.488312745062,57.96512140664863,50.9787104083979,51.660179752190196,41.050051083586496,28.40357911320656,26.16045965172401,23.278017693791075,0.0,0.0,0.0,65.97010812311864,0.12115429380139552
47,71.4711663180732,61.134514528162164,69.1905510049154,62.9681695015543,32.63394383244524,23.319032031630165,17.63523111891437,24.878547416120362,0.0,0.0,0.0,74.14081067691819,0.17433713794419736
48,85.03016302016171,89.44809155819368,72.52553575846986,73.39228956812107,51.62154751805651,36.83164351040986,28.766948203046773,34.96073883649085,0.0,0.0,0.0,94.11076118577853,0.12518210084242543
49,44.610416536530984,49.68123436795019,50.89293413139044,43.40999266225032,24.157545342030065,19.82162856542016,15.355023966194889,15.309855829611859,0.0,0.0,0.0,53.223162995026875,0.21620962225131146
50,24.495287687288755,23.22277594727695,23.194514403506957,25.27208290159685,21.793994672903917,19.186080208274323,9.997947689721677,14.033196290911476,0.0,0.0,0.0,31.8705034461993,0.0943131064042993
51,32.49209870091029,41.784397216440375,33.759120599426566,34.197255347867454,19.25198208495651,16.94708687135442,16.86145048780645,14.775502646467285,0.0,0.0,0.0,43.252046256161734,0.21359097206494976
52,29.75137194412186,22.044610512738757,24.286391344983905,26.838410467958624,13.504736761317629,10.067293338658482,10.19046561837411,8.479763040762125,0.0,0.0,0.0,26.798940078314565,0.2187176479363666
53,71.77596539230846,75.2232630226729,64.21775394654392,61.51074182433905,43.621299231755835,46.95455457847813,36.26207978310477,28.069402631906563,0.0,0.0,0.0,82.14073539388507,0.10285558534101205
54,73.63050988833173,73.765962705316,60.3708634053262,65.6587378911897,41.07710312076423,33.844935710027684,27.78020755766045,23.29379244602061,0.0,0.0,0.0,79.52733225757706,0.17144615814973935
55,57.22892801415501,65.38136784546369,53.30708429132995,46.80649909454743,39.385956994850865,27.322861730747142,20.69871017160345,20.566246736072593,0.0,0.0,0.0,59.918004597873974,0.1428695434052028
56,58.06363923195168,69.59478457597336,66.13794427101031,55.659413087642214,34.29395273572493,26.732880660508705,21.226630276279067,22.640220149298244,0.0,0.0,0.0,69.45481644724178,0.15724515374879813
57,35.77799840646116,29.29728790189116,32.0198315417552,30.486394031904,18.47094337007738,18.25334078783993,11.540665028592937,11.645957181962405,0.0,0.0,0.0,38.162269851740845,0.1666560864802734
58,33.7860318304593,33.84752863222119,30.724274792218257,33.55691047528752,17.09260252956133,12.822803300852563,13.400055794527418,12.820969447674754,0.0,0.0,0.0,37.183187325157064,0.13800717393719786
59,41.32088828714769,38.194922363099955,47.88522212881795,32.49072243423127,21.657823760118458,19.245431699714047,14.36983859134291,13.169401819428959,0.0,0.0,0.0,46.149506770260714,0.16306926903517094
60,20.246947478126746,17.898152175201787,15.79214004603887,13.746564560394754,10.784890247426105,7.553225391685423,7.309622909199942,6.318636270804857,0.0,0.0,0.0,20.520057234268954,0.1942277363603071
61,25.41323458582308,28.211721771906948,30.573116897650547,19.288359554245872,11.725821212041092,10.797918412952791,10.654986861526883,10.259876622364464,0.0,0.0,0.0,31.671977786375088,0.21753720070878568
62,17.422191598975964,20.80711948318087,25.06637544853457,18.4142841057433,12.939581727059771,11.42077129147382,9.268383082555845,8.701105536704935,0.0,0.0,0.0,24.638344977431245,0.18228125415506047
63,25.44738359578072,24.59615415857899,19.949598232942613,19.011579032503022,13.639138433101085,7.468563721888991,8.769819388712468,7.809787032412328,0.0,0.0,0.0,26.527651160677994,0.21022495686777337
64,27.14649696102198,27.22251693293807,27.549402093154086,22.021294414362973,13.4841110827904,12.163873919378881,11.603789028396616,9.684546959455059,0.0,0.0,0.0,30.26415169229498,0.2462293775764029
65,69.28125288454683,78.8191152323934,73.69845724883112,73.69500898478742,43.1990432888014,34.845980480375246,29.217802807756414,34.63781205917319,0.0,0.0,0.0,87.74395759959856,0.1673562400955927
66,54.299925424357205,51.398116869929126,46.84246788674746,53.12352814201483,28.564959168625734,21.13694670082804,21.53308756269245,22.155962284517845,0.0,0.0,0.0,59.328511867876436,0.20155172647327735
67,22.911315597153795,23.592174927702796,28.18803606323432,20.098167091024,13.913251801901152,10.318449102988838,6.465127712826858,8.354961597980399,0.0,0.0,0.0,26.87321882116999,0.15229692091941854
68,67.52012444809696,71.88278719346575,60.11848935259445,59.201857501651105,29.63040771130816,28.016837612347388,25.373086150955476,24.470365804034895,0.0,0.0,0.0,68.94423643611017,0.236887914817357
69,22.670614835037394,17.7568727379184,17.95988860423214,20.309354909637392,10.427517877331937,9.3341444542298,8.758332809445907,8.51975344198547,0.0,0.0,0.0,23.14822977744872,0.22004436412425082
70,18.058274185889555,20.417426993899586,17.77125803409228,15.549079012689289,9.676480610604735,8.174145303533038,7.933812554069459,7.063219549009892,0.0,0.0,0.0,20.560587388787752,0.19913411412837217
71,78.86503823585599,91.31612072385096,91.37469333403695,71.21223324812348,44.19929083375541,42.55616261864367,28.913475467529793,31.422616046397223,0.0,0.0,0.0,98.50725249273144,0.17288212283864668
72,44.4207189880567,40.843842461928865,50.64822625650133,38.935468749680034,23.80389192655268,18.82059006750009,16.890318093489253,16.76454892919719,0.0,0.0,0.0,50.32883100862201,0.20306043551518566
73,36.853399689504386,47.25301868951284,31.867493193278893,36.69685668384615,20.42196923148839,14.118159550961373,15.061227035881924,16.589346747148433,0.0,0.0,0.0,48.28576501734113,0.221718540291781
74,25.603275144654376,22.269864627466493,20.743656818497602,22.764223336677762,14.094068772888022,11.614628179342784,9.825602148891356,10.717573696529069,0.0,0.0,0.0,27.986507110941083,0.18766748667824368
75,59.812573593997186,73.2021989144459,66.73796650204412,66.58664758913099,45.866454052067695,29.82289525344746,25.06018872321258,26.10579327023666,0.0,0.0,0.0,72.96593905071468,0.1588182572647078
76,39.49601089683438,40.10209247403671,41.602942826948876,33.81048716858746,21.283133749541335,19.57648213906048,16.819925833401882,14.044706570815025,0.0,0.0,0.0,44.96345002542273,0.12171221065052094
77,45.82231166738603,45.65170310946708,40.855294943346564,38.368243459303315,28.163799042885934,23.49195417031156,13.514828418516075,18.2900719680063,0.0,0.0,0.0,50.16489558933728,0.13707486709515665
78,82.45909285870358,45.6940040517707,74.85972381259904,74.92777636795455,50.151303480247,32.81730902872776,30.437096912129938,22.25648068649346,0.0,0.0,0.0,82.38783331348905,0.16211219794770096
79,45.34186277486168,42.38335428870455,38.638958971380916,36.9237927798984,25.364015655514205,15.82324168202975,18.5317345970628,16.519668842075017,0.0,0.0,0.0,51.024873028270584,0.18450305133553108
80,34.03022949986084,26.549386116160157,30.263002802639196,29.122199522389042,16.469797865542724,18.166825954863494,11.609028502426824,11.119601111708073,0.0,0.0,0.0,35.90294536070967,0.15542036282149646
81,45.73286388209159,51.14846857931035,47.26652308221947,56.69905471693159,37.73510035187012,27.702556153134477,23.744212082475233,20.265590785362562,0.0,0.0,0.0,61.59137818543856,0.09410797224976296
82,38.29436867373193,34.81688119296154,37.254190736340995,34.29998847190033,21.49780847038751,18.58692538239655,13.428303374188616,13.805842416067005,0.0,0.0,0.0,40.99430205954267,0.14210178233749016
83,46.9050164798308,36.83020870068177,45.00470354663747,44.36028957568424,24.63132016468315,21.9113780305197,17.103581355605783,14.755501419747159,0.0,0.0,0.0,45.01822606909215,0.1374235214018013
84,73.73275550840421,78.13569026057905,83.81760804532576,76.86096483466142,45.49247575104492,32.18182311317146,29.100344413161146,32.78792671199554,0.0,0.0,0.0,89.3452671829275,0.23457321747064253
85,79.49877462061114,98.10748459157917,85.45502806021373,86.40111281514525,60.684359611377374,38.78604681885956,36.47661290829725,33.891017860812035,0.0,0.0,0.0,96.72914837531499,0.10065901204532586
86,48.949486055573615,44.68058621869322,46.820774890598116,49.43548651300182,43.234660726036225,25.630792938100438,21.866675129902355,17.036151186105037,0.0,0.0,0.0,58.32173117821772,0.10680253991272287
87,91.9768864643935,97.09556560032233,94.74003721370786,75.76876971671054,70.14619532868917,48.5440207041387,30.26314260085853,33.914113839209485,0.0,0.0,0.0,99.34440620958972,0.12419549492105507
88,26.872524469517472,22.183102063830926,21.41680087600473,22.226722349809688,10.920034553812464,8.1171575175107,9.580257356205676,10.854588754384396,0.0,0.0,0.0,28.122129601029684,0.24041477226603813
89,43.59859738786925,38.0857050684696,44.43310991475472,28.895398739700376,22.835731187248673,20.69939289807677,17.594117823457363,16.22066415142845,0.0,0.0,0.0,47.910457354533456,0.22043439945047283
90,33.51811669437704,29.643914967407223,28.572381210589867,33.562175862908525,22.24326701659501,13.99295895170859,14.871639819118299,14.565009205598873,0.0,0.0,0.0,42.02085455743167,0.23761621836198182
91,17.22045437785585,18.147122749160854,13.991763156865579,14.82316371106745,9.766700959140962,7.122604411022749,7.153639905197072,5.212831279092492,0.0,0.0,0.0,20.083994320508296,0.16179244188701342
92,39.9340821299769,33.51092301361391,37.44457742625968,38.92935260926277,22.911169630391623,18.250800222006507,14.91499628404413,12.888393427658327,0.0,0.0,0.0,40.63349523168627,0.1155401937385985
93,24.022111142938204,24.187043206854216,24.5085539894119,27.594471031081348,16.776627246254087,17.248610643993665,10.880383289547229,10.18160496321862,0.0,0.0,0.0,28.393480803731414,0.09850337549643617
94,59.32418403309706,52.44729988696666,56.005090628187375,47.03800770212112,25.435027042767167,30.51046825541693,23.39721504550256,22.457003483198225,0.0,0.0,0.0,65.88913836460819,0.21034311168636444
95,75.92167398769615,82.99384383534738,79.34043872379881,90.33639553997003,64.40823050032212,48.846774971648074,31.70727298953263,38.79553524046058,0.0,0.0,0.0,98.6212372919972,0.1179577881359041
96,84.48947476540066,83.24639644555103,77.7725110614977,53.55843419787362,43.380771050349274,25.475773318367622,26.53732251899568,26.124653866747067,0.0,0.0,0.0,88.32211353730771,0.18597010748092097
97,50.687081242214795,47.02810977481504,42.91848929818403,37.86364333818642,26.66146628120056,24.437455727911523,16.83418285441962,20.024536765338176,0.0,0.0,0.0,51.89150225637065,0.14715195191850908
98,19.82451847334695,21.437660300238765,23.21871641984541,17.157968601908284,15.871362996111904,10.057624545073164,9.657633617596511,7.93775749774458,0.0,0.0,0.0,25.657879283686604,0.14588204391062276
99,22.271776322457892,18.789936947409597,22.459097284005363,17.88715145025141,10.727652272088932,10.266242048286866,5.874747933258284,6.943184338217694,0.0,0.0,0.0,22.046490541029176,0.1898959525381151
100,58.41209189588363,54.2935786021883,47.05978648147399,57.259610561954105,39.67799858198025,23.486656624772575,22.65790137545931,19.560079212153397,0.0,0.0,0.0,64.02057524830695,0.16575650542479792
